date_block_num,sales_region_code,item_code,first_cate_code,second_cate_code,item_cnt_month_valid,item_cnt_month_pred
38,101,20920,306,407,8350.0,7094.803
38,101,20922,305,412,243.0,170.20786
38,101,20932,303,401,7350.0,4053.1797
38,101,20933,302,408,4.0,54.93855
38,101,20940,303,410,10.0,10.409766
38,101,20942,305,412,374.0,679.2249
38,101,20945,306,407,4.0,34.9122
38,101,20947,306,407,442.0,74.96093
38,101,20953,302,408,1083.0,298.85806
38,101,20956,307,403,29.0,15.868985
38,101,20960,306,407,11.0,19.369148
38,101,20965,306,407,2.0,8.891011
38,101,20969,306,407,8.0,9.41159
38,101,20973,306,407,7844.0,4464.764
38,101,20976,306,407,13.0,58.515965
38,101,20977,302,408,5.0,10.450694
38,101,20980,303,401,2006.0,994.3343
38,101,20981,304,409,220.0,330.2496
38,101,20984,306,407,52.0,242.20255
38,101,20985,303,401,33.0,23.397882
38,101,20992,303,411,191.0,121.11218
38,101,20993,306,407,1882.0,3595.9011
38,101,20996,306,407,1234.0,2733.9316
38,101,20997,305,412,337.0,277.47244
38,101,21000,301,405,26.0,56.835808
38,101,21001,305,412,20.0,55.15046
38,101,21002,306,407,6.0,6.364938
38,101,21016,308,404,38.0,700.89465
38,101,21017,305,412,5.0,7.9246206
38,101,21019,302,408,3.0,6.364938
38,101,21023,306,407,567.0,591.8855
38,101,21026,306,407,403.0,655.59467
38,101,21027,302,408,895.0,99.27548
38,101,21034,306,407,15.0,83.90028
38,101,21036,303,406,3.0,10.409766
38,101,21038,308,404,866.0,2300.1228
38,101,21046,302,408,13.0,11.049491
38,101,21050,302,408,2.0,6.364938
38,101,21051,306,407,11.0,7.9246206
38,101,21053,306,407,9.0,205.88489
38,101,21054,308,404,1373.0,2394.592
38,101,21062,302,408,504.0,318.8031
38,101,21067,302,408,373.0,446.74014
38,101,21068,305,412,181.0,560.695
38,101,21076,302,408,187.0,493.3379
38,101,21081,307,403,112.0,390.92218
38,101,21082,306,407,99.0,194.32993
38,101,21088,301,405,176.0,156.55779
38,101,21089,306,407,8.0,9.995273
38,101,21090,302,408,207.0,300.87894
38,101,21094,306,407,101.0,48.6347
38,101,21100,302,408,424.0,112.42474
38,101,21103,306,407,1173.0,452.1533
38,101,21109,302,408,1443.0,579.5694
38,101,21111,303,410,13.0,33.828945
38,101,21118,305,412,4.0,11.78445
38,101,21119,305,412,211.0,280.98935
38,101,21123,303,406,63.0,94.53747
38,101,21129,302,408,158.0,233.02641
38,101,21147,306,407,58.0,103.80755
38,101,21153,303,401,14.0,6.364938
38,101,21157,308,404,76.0,272.68665
38,101,21158,306,407,145.0,670.73987
38,101,21160,306,407,380.0,810.9049
38,101,21166,305,412,36.0,26.907253
38,101,21170,302,408,14.0,8.891011
38,101,21174,305,412,56.0,277.47244
38,101,21177,302,408,6.0,8.891011
38,101,21188,303,410,64.0,36.884975
38,101,21192,303,411,75.0,24.297073
38,101,21195,302,408,548.0,556.05396
38,101,21198,306,407,6.0,337.22403
38,101,21211,303,401,11.0,8.891011
38,101,21215,303,401,378.0,233.54681
38,101,21221,306,407,12.0,13.367597
38,101,21225,306,407,380.0,278.20947
38,101,21230,305,412,44.0,348.71405
38,101,21236,303,410,21.0,31.833084
38,101,21237,306,407,21.0,9.995273
38,101,21238,308,404,3562.0,4068.4119
38,101,21240,302,408,34.0,28.58498
38,101,21245,302,408,78.0,21.89522
38,101,21249,307,403,7180.0,7439.3228
38,101,21250,303,401,9.0,6.364938
38,101,21253,306,407,1012.0,1005.45
38,101,21255,306,407,923.0,541.48663
38,101,21257,305,412,5.0,6.364938
38,101,21260,301,405,503.0,450.25568
38,101,21269,303,401,6.0,11.78445
38,101,21271,306,407,2132.0,1353.3567
38,101,21274,305,412,1278.0,561.08453
38,101,21278,303,401,13.0,8.891011
38,101,21280,306,407,68.0,175.08788
38,101,21284,306,407,6.0,10.450694
38,101,21285,306,407,89.0,34.791454
38,101,21290,305,412,6650.0,3473.5725
38,101,21292,303,410,27.0,18.522898
38,101,21297,306,407,4.0,7.9246206
38,101,21304,302,408,9.0,10.450694
38,101,21310,302,408,4.0,6.364938
38,101,21312,302,408,156.0,22.039383
38,101,21314,308,404,4890.0,4339.0044
38,101,21318,303,401,52.0,21.89522
38,101,21328,303,410,44.0,31.833084
38,101,21330,303,401,375.0,1240.7827
38,101,21331,306,407,10.0,6.364938
38,101,21346,306,407,772.0,535.33484
38,101,21350,305,412,4.0,8.891011
38,101,21357,303,406,1.0,8.850083
38,101,21359,306,407,162.0,772.52216
38,101,21361,303,401,4.0,83.6062
38,101,21363,305,412,107.0,130.56796
38,101,21371,305,412,24.0,13.306833
38,101,21373,306,407,437.0,339.28333
38,101,21379,305,412,66.0,92.47191
38,101,21386,306,407,126.0,34.06595
38,101,21394,306,407,14760.0,6330.6113
38,101,21398,308,404,573.0,360.59674
38,101,21406,303,401,872.0,563.8513
38,101,21409,303,410,20.0,28.544052
38,101,21415,305,412,1080.0,1652.4263
38,101,21424,306,407,2920.0,6955.3213
38,101,21428,303,401,9.0,8.891011
38,101,21430,306,407,47.0,142.08286
38,101,21431,302,408,1148.0,238.58119
38,101,21435,308,404,136.0,95.11921
38,101,21437,302,408,200.0,133.00499
38,101,21438,302,408,13.0,8.891011
38,101,21440,305,412,469.0,277.47244
38,101,21446,308,404,47.0,34.82753
38,101,21454,304,409,16.0,8.891011
38,101,21456,306,407,140.0,15.097484
38,101,21460,303,406,36.0,48.73044
38,101,21461,305,412,73.0,145.15115
38,101,21462,308,404,33.0,279.16162
38,101,21467,306,407,1378.0,617.4491
38,101,21468,305,412,10.0,2209.902
38,101,21477,303,411,63.0,83.054375
38,101,21480,303,401,54.0,8.891011
38,101,21483,302,408,8.0,6.364938
38,101,21484,305,412,490.0,225.42087
38,101,21485,305,412,5.0,7.9246206
38,101,21488,307,403,47.0,298.38956
38,101,21490,306,407,229.0,141.20706
38,101,21491,305,412,21.0,10.450694
38,101,21492,306,407,1736.0,580.07
38,101,21497,306,407,223.0,430.40912
38,101,21498,302,408,9.0,6.364938
38,101,21501,306,407,633.0,93.77743
38,101,21507,306,407,3612.0,1858.7144
38,101,21514,306,407,7.0,6.364938
38,101,21517,306,407,7.0,7.9246206
38,101,21524,307,403,25.0,314.33957
38,101,21527,306,407,147.0,557.1971
38,101,21537,306,407,5.0,9.995273
38,101,21550,301,405,26.0,101.207146
38,101,21555,303,410,7.0,21.008041
38,101,21561,306,407,12.0,16.261038
38,101,21573,306,407,57.0,56.2107
38,101,21577,302,408,73.0,220.83049
38,101,21579,306,407,11.0,8.891011
38,101,21583,305,412,23.0,62.052868
38,101,21584,303,401,13.0,6.364938
38,101,21585,302,408,131.0,209.53334
38,101,21589,306,407,377.0,712.3512
38,101,21597,302,408,90.0,36.925556
38,101,21598,305,412,8.0,6.364938
38,101,21601,306,407,3686.0,2496.0693
38,101,21602,306,407,9.0,28.58498
38,101,21617,303,401,1691.0,565.97864
38,101,21619,306,402,10090.0,7706.438
38,101,21620,302,408,8.0,6.364938
38,101,21623,302,408,6.0,6.364938
38,101,21637,305,412,65.0,101.71565
38,101,21639,308,404,648.0,3900.3445
38,101,21641,306,407,4.0,18.978317
38,101,21644,303,401,1145.0,1515.655
38,101,21648,306,407,50.0,87.42389
38,101,21650,303,401,203.0,8.891011
38,101,21652,302,408,95.0,241.04633
38,101,21653,306,407,869.0,1254.3809
38,101,21657,306,407,9.0,8.891011
38,101,21662,302,408,8.0,8.891011
38,101,21669,305,412,16.0,7.9246206
38,101,21671,302,408,7.0,6.364938
38,101,21681,302,408,421.0,159.57072
38,101,21683,302,408,22.0,12.521346
38,101,21703,305,412,140.0,142.83727
38,101,21707,307,403,3.0,28.621058
38,101,21709,302,408,441.0,945.4874
38,101,21715,302,408,1053.0,1213.1675
38,101,21718,306,407,4.0,8.891011
38,101,21719,306,407,7.0,43.81325
38,101,21731,301,405,109.0,254.20108
38,101,21735,306,407,6.0,34.791454
38,101,21740,307,403,190.0,8.927091
38,101,21743,307,403,685.0,376.34824
38,101,21744,302,408,8.0,8.891011
38,101,21751,306,402,629.0,291.97742
38,101,21752,303,401,7.0,10.450694
38,101,21754,305,412,176.0,1112.3063
38,101,21757,303,406,56.0,37.314056
38,101,21760,302,408,55.0,215.40004
38,101,21764,302,408,21.0,6.364938
38,101,21768,307,403,8.0,8.927091
38,101,21771,305,412,4.0,8.891011
38,101,21775,302,408,3.0,15.414786
38,101,21777,302,408,360.0,457.4788
38,101,21779,307,403,368.0,1502.8127
38,101,21780,306,407,6.0,8.891011
38,101,21781,307,403,14050.0,1745.8396
38,101,21785,305,412,407.0,564.8987
38,101,21793,303,411,10.0,39.141514
38,101,21795,306,407,625.0,514.80194
38,101,21801,301,405,25.0,11.084449
38,101,21807,303,410,6.0,8.850083
38,101,21809,307,403,3036.0,2552.123
38,101,21814,306,407,3568.0,2607.8245
38,101,21819,306,402,1293.0,3664.7114
38,101,21821,303,401,21.0,8.891011
38,101,21830,305,412,7.0,6.364938
38,101,21839,307,403,14.0,376.34824
38,101,21845,302,408,59.0,388.2381
38,101,21849,302,408,10.0,8.891011
38,101,21850,305,412,13.0,10.971272
38,101,21851,303,401,38.0,8.891011
38,101,21853,306,407,2.0,8.891011
38,101,21855,302,408,103.0,59.53431
38,101,21865,306,407,34.0,30.118538
38,101,21871,306,407,48.0,154.77045
38,101,21881,306,407,17.0,389.56326
38,101,21883,306,407,10900.0,6241.1304
38,101,21892,303,410,9.0,8.850083
38,101,21898,306,407,13.0,42.584133
38,101,21899,303,401,9.0,6.364938
38,101,21903,305,412,621.0,2310.7449
38,101,21909,303,401,30.0,58.22197
38,101,21911,306,407,431.0,744.2485
38,101,21913,306,407,2936.0,3751.212
38,101,21914,306,407,935.0,573.6856
38,101,21915,303,410,27.0,18.234762
38,101,21920,305,412,14.0,32.60077
38,101,21936,302,408,11.0,6.364938
38,101,21940,303,401,132.0,80.23535
38,101,21942,306,407,309.0,553.3321
38,101,21948,305,412,4.0,6.364938
38,101,21962,303,401,9.0,7.9246206
38,101,21964,303,410,43.0,18.93739
38,101,21966,307,403,28.0,17.454712
38,101,21969,303,410,350.0,226.27126
38,101,21974,306,407,274.0,635.0497
38,101,21978,307,403,2348.0,2964.5046
38,101,21980,303,401,270.0,582.11957
38,101,21982,305,412,840.0,556.8472
38,101,21986,301,405,34.0,143.55957
38,101,21994,303,401,8.0,6.364938
38,101,21995,306,407,919.0,579.2036
38,101,22007,302,408,4344.0,854.244
38,101,22015,304,409,107.0,222.6834
38,101,22020,302,408,5.0,6.364938
38,101,22027,306,402,308.0,203.35231
38,101,22028,305,412,420.0,668.7352
38,101,22030,307,403,2970.0,1290.638
38,101,22035,305,412,168.0,228.91818
38,101,22038,306,407,35.0,232.4762
38,101,22040,304,409,336.0,163.29031
38,101,22041,306,407,6.0,6.364938
38,101,22045,302,408,658.0,273.48477
38,101,22046,305,412,1172.0,449.00504
38,101,22052,302,408,4.0,58.22197
38,101,22053,306,407,14.0,202.30292
38,101,22056,302,408,9.0,17.418634
38,101,22058,302,408,180.0,76.85958
38,101,22059,305,412,452.0,383.4996
38,101,22061,306,407,51.0,35.16861
38,101,22066,307,403,6910.0,4533.0312
38,101,22068,302,408,7.0,8.891011
38,101,22080,306,407,8.0,59.319675
38,101,22081,303,401,207.0,626.009
38,101,22082,305,412,6.0,6.364938
38,102,20002,303,406,105.0,34.02502
38,102,20003,301,405,940.0,3335.96
38,102,20006,307,403,307.0,647.255
38,102,20008,303,401,2.0,16.455984
38,102,20014,307,403,352.0,127.38226
38,102,20016,303,401,871.0,528.4813
38,102,20018,306,407,2808.0,2609.3638
38,102,20020,305,412,9.0,10.450694
38,102,20024,306,402,27.0,45.197895
38,102,20030,307,403,54.0,39.72091
38,102,20033,307,403,10.0,48.67078
38,102,20038,307,403,68.0,201.69046
38,102,20041,302,408,34.0,108.23652
38,102,20045,306,407,6.0,10.450694
38,102,20049,302,408,163.0,246.36629
38,102,20056,302,408,24.0,164.05038
38,102,20076,303,401,15.0,208.86578
38,102,20082,305,412,3.0,7.9246206
38,102,20085,301,405,274.0,731.4207
38,102,20090,302,408,7.0,13.306833
38,102,20091,308,404,2100.0,3621.1763
38,102,20093,306,407,295.0,392.37073
38,102,20107,306,407,333.0,8.891011
38,102,20111,306,407,4536.0,659.1413
38,102,20113,308,404,1246.0,482.33032
38,102,20118,305,412,102.0,79.71192
38,102,20119,305,412,12.0,83.79758
38,102,20121,306,407,346.0,157.5472
38,102,20127,307,403,78.0,12.5574255
38,102,20130,306,407,750.0,425.2297
38,102,20131,306,407,120.0,1047.3379
38,102,20134,305,412,307.0,179.6765
38,102,20135,303,401,32.0,49.77433
38,102,20139,306,407,17.0,184.77821
38,102,20140,305,412,158.0,145.15115
38,102,20145,306,407,12.0,12.521346
38,102,20146,306,402,1706.0,310.07602
38,102,20150,304,409,57.0,8.891011
38,102,20151,305,412,570.0,242.14981
38,102,20155,303,401,3.0,6.364938
38,102,20162,302,408,888.0,386.43158
38,102,20164,306,407,8.0,12.521346
38,102,20172,306,407,4.0,94.74309
38,102,20173,303,401,208.0,58.22197
38,102,20176,307,403,119.0,8.927091
38,102,20178,307,403,59.0,21.931297
38,102,20182,303,401,325.0,289.29614
38,102,20187,302,408,132.0,80.895065
38,102,20189,305,412,15.0,18.27569
38,102,20192,308,404,236.0,109.82588
38,102,20195,302,408,3704.0,145.85548
38,102,20206,305,412,73.0,108.23652
38,102,20213,305,412,48.0,94.36943
38,102,20215,302,408,1912.0,145.85548
38,102,20220,306,407,20.0,21.89522
38,102,20221,306,407,533.0,504.853
38,102,20224,307,403,5216.0,5698.1997
38,102,20225,303,411,10.0,10.409766
38,102,20226,303,401,1179.0,494.89474
38,102,20227,308,404,1970.0,3381.9766
38,102,20234,306,407,13.0,8.891011
38,102,20235,303,411,131.0,39.684834
38,102,20242,306,407,8.0,6.364938
38,102,20245,303,411,21.0,10.409766
38,102,20250,306,407,10.0,11.78445
38,102,20251,303,406,127.0,113.888664
38,102,20252,306,407,2888.0,1341.8223
38,102,20253,306,407,10190.0,8537.602
38,102,20260,306,407,6.0,8.891011
38,102,20261,304,409,22.0,8.891011
38,102,20271,306,407,9.0,11.78445
38,102,20272,308,404,956.0,252.89316
38,102,20274,302,408,17.0,112.17113
38,102,20278,305,412,169.0,106.5482
38,102,20283,306,407,11120.0,3649.35
38,102,20284,304,409,141.0,421.01727
38,102,20292,305,412,684.0,727.81085
38,102,20300,305,412,409.0,77.81457
38,102,20304,302,408,51.0,165.14857
38,102,20305,305,412,701.0,242.76111
38,102,20311,307,403,166.0,319.95792
38,102,20312,306,407,10.0,6.364938
38,102,20313,305,412,73.0,43.561455
38,102,20320,306,407,39.0,504.53494
38,102,20321,302,408,1975.0,495.59686
38,102,20323,305,412,1796.0,1497.359
38,102,20325,308,404,35.0,414.99225
38,102,20328,306,407,16.0,101.74567
38,102,20337,302,408,4944.0,1359.6704
38,102,20341,308,404,985.0,479.0914
38,102,20342,305,412,8.0,6.364938
38,102,20343,304,409,201.0,168.71884
38,102,20344,308,404,827.0,2458.8936
38,102,20346,306,407,12490.0,1849.4729
38,102,20350,305,412,115.0,145.72987
38,102,20357,301,405,1267.0,400.74625
38,102,20358,302,408,252.0,412.89355
38,102,20366,302,408,1048.0,867.31616
38,102,20368,306,407,3850.0,4511.9917
38,102,20384,307,403,483.0,307.35168
38,102,20387,305,412,687.0,356.14005
38,102,20389,302,408,134.0,77.76165
38,102,20391,306,407,59.0,298.9832
38,102,20392,306,407,310.0,61.65851
38,102,20394,303,406,37.0,31.833084
38,102,20404,303,401,24.0,139.20639
38,102,20405,302,408,102.0,133.44827
38,102,20408,302,408,10.0,19.369148
38,102,20412,306,407,17.0,102.56811
38,102,20413,306,407,482.0,578.69073
38,102,20414,308,404,3592.0,3622.9
38,102,20418,307,403,170.0,240.38797
38,102,20419,306,407,3304.0,3065.8047
38,102,20422,302,408,36.0,48.6347
38,102,20427,302,408,526.0,187.33655
38,102,20433,305,412,161.0,194.27235
38,102,20434,306,407,61.0,44.444073
38,102,20438,304,409,16.0,8.891011
38,102,20439,302,408,27.0,30.74346
38,102,20443,303,410,3.0,6.364938
38,102,20445,303,401,850.0,712.5873
38,102,20447,304,409,22.0,16.455984
38,102,20452,301,405,459.0,760.71967
38,102,20457,305,412,1986.0,2556.2288
38,102,20459,305,412,25.0,18.015667
38,102,20461,303,406,37.0,34.02502
38,102,20462,302,408,2.0,6.364938
38,102,20472,308,404,959.0,34.577652
38,102,20473,306,407,780.0,308.15686
38,102,20478,302,408,1129.0,389.61868
38,102,20480,307,403,31.0,27.160225
38,102,20483,305,412,18.0,123.74322
38,102,20486,306,407,748.0,462.37332
38,102,20488,306,407,7.0,6.364938
38,102,20492,307,403,2092.0,1118.6996
38,102,20494,304,409,122.0,419.60196
38,102,20499,302,408,3.0,6.364938
38,102,20500,306,407,8.0,6.364938
38,102,20501,306,407,10590.0,6647.314
38,102,20502,305,412,10.0,18.27569
38,102,20504,307,403,1789.0,2512.157
38,102,20506,303,401,5.0,6.364938
38,102,20514,302,408,14.0,6.364938
38,102,20515,305,412,1446.0,3210.9
38,102,20522,305,412,48.0,275.84784
38,102,20523,308,404,5470.0,4248.3535
38,102,20525,301,405,2768.0,1862.828
38,102,20531,307,403,820.0,1267.1133
38,102,20540,303,401,622.0,382.42395
38,102,20545,305,412,107.0,475.46133
38,102,20546,302,408,12.0,52.70768
38,102,20555,308,404,4736.0,4235.1587
38,102,20561,303,401,2660.0,2020.9283
38,102,20563,303,401,369.0,228.07076
38,102,20567,303,406,39.0,24.297073
38,102,20571,306,407,3.0,10.450694
38,102,20580,302,408,183.0,574.6683
38,102,20583,306,407,6780.0,7986.58
38,102,20584,306,407,15.0,13.306833
