,date_block_num,item_code,item_cnt_month,sales_region_code,first_cate_code,second_cate_code,sales_region_code_0_Y,sales_region_code_1_Y,sales_region_code_2_Y,sales_region_code_4_Y,first_cate_code_0_Y,first_cate_code_1_Y,first_cate_code_2_Y,first_cate_code_3_Y,first_cate_code_4_Y,first_cate_code_5_Y,first_cate_code_6_Y,first_cate_code_7_Y,second_cate_code_0_Y,second_cate_code_1_Y,second_cate_code_2_Y,second_cate_code_3_Y,second_cate_code_4_Y,second_cate_code_5_Y,second_cate_code_6_Y,second_cate_code_7_Y,second_cate_code_8_Y,second_cate_code_9_Y,second_cate_code_10_Y,second_cate_code_11_Y
21,38,20118,116.0,101,305,412,84.04887234200027,,,,,,,,96.50873268113394,,,,,,,,,,,,,,,96.50873268113394
22,38,20119,94.0,101,305,412,663.60138161411,,,,,,,,801.4176503281342,,,,,,,,,,,,,,,801.4176503281342
23,38,20121,56.0,101,306,407,34.33977649540566,,,,,,,,,30.262258790308614,,,,,,,,,45.962310245575125,,,,,
24,38,20130,50.0,101,306,407,32.871769641767,,,,,,,,,39.9124958607114,,,,,,,,,41.5892884069358,,,,,
25,38,20131,447.0,101,306,407,1607.427427101019,,,,,,,,,2056.330483723323,,,,,,,,,2234.7416644468285,,,,,
26,38,20134,28.0,101,305,412,151.8346955882519,,,,,,,,172.46738565096274,,,,,,,,,,,,,,,172.46738565096274
27,38,20135,40.0,101,303,401,38.29723471795705,,,,,,28.54877943622162,,,,,,23.704947126230255,,,,,,,,,,,
28,38,20139,5.0,101,306,407,470.3466193533434,,,,,,,,,411.1342584128455,,,,,,,,,408.5674733345059,,,,,
29,38,20140,13.0,101,305,412,37.108772556329015,,,,,,,,26.693873782585115,,,,,,,,,,,,,,,26.693873782585115
30,38,20145,43.0,101,306,407,97.16841369223813,,,,,,,,,122.13879155707542,,,,,,,,,111.46781087089064,,,,,
31,38,20146,3090.0,101,306,402,67.76135460760426,,,,,,,,,66.86741622157597,,,,26.967907234053953,,,,,,,,,,
32,38,20151,61.0,101,305,412,284.9721008921947,,,,,,,,326.5424242849099,,,,,,,,,,,,,,,326.5424242849099
33,38,20152,1351.0,101,305,412,3948.7684844820756,,,,,,,,2810.675017354727,,,,,,,,,,,,,,,2810.675017354727
34,38,20155,5.0,101,303,401,4.3934373248315435,,,,,,4.323054499736398,,,,,,4.4028728400289285,,,,,,,,,,,
35,38,20156,151.0,101,305,412,1026.9028017491821,,,,,,,,621.863618424424,,,,,,,,,,,,,,,621.863618424424
36,38,20157,8.0,101,303,401,5.872537196852644,,,,,,6.310853734232745,,,,,,5.746871814848646,,,,,,,,,,,
37,38,20162,238.0,101,302,408,313.7818640079904,,,,,182.14644111386147,,,,,,,,,,,,,,182.14644111386147,,,,
38,38,20164,32.0,101,306,407,44.655017820850155,,,,,,,,,66.13905317332117,,,,,,,,,84.46560295445913,,,,,
39,38,20172,38.0,101,306,407,97.29109651768898,,,,,,,,,92.61031002827144,,,,,,,,,78.155077234592,,,,,
40,38,20173,52.0,101,303,401,209.8694017449112,,,,,,181.40074290045646,,,,,,133.39640109373414,,,,,,,,,,,
41,38,20176,5.0,101,307,403,5.059925018657735,,,,,,,,,,7.199447458446087,,,,7.199447458446087,,,,,,,,,
42,38,20178,112.0,101,307,403,143.41688314480575,,,,,,,,,,103.35041168264655,,,,103.35041168264655,,,,,,,,,
43,38,20182,1279.0,101,303,401,862.9396408433105,,,,,,550.0452813275276,,,,,,556.2540371994239,,,,,,,,,,,
44,38,20187,55.0,101,302,408,97.74452607193282,,,,,85.96916369311833,,,,,,,,,,,,,,85.96916369311833,,,,
45,38,20189,4.0,101,305,412,8.465470186389357,,,,,,,,9.406125825872566,,,,,,,,,,,,,,,9.406125825872566
46,38,20193,2.0,101,302,408,113.10948137154345,,,,,117.6474505327938,,,,,,,,,,,,,,117.6474505327938,,,,
47,38,20195,1502.0,101,302,408,64.99943562716795,,,,,24.063574091469967,,,,,,,,,,,,,,24.063574091469967,,,,
48,38,20206,72.0,101,305,412,783.0357360128501,,,,,,,,467.66830263270134,,,,,,,,,,,,,,,467.66830263270134
49,38,20208,9.0,101,302,408,4.125987461675228,,,,,4.5979105899330195,,,,,,,,,,,,,,4.5979105899330195,,,,
50,38,20210,12.0,101,302,408,4.164270699778435,,,,,4.5979105899330195,,,,,,,,,,,,,,4.5979105899330195,,,,
51,38,20213,28.0,101,305,412,193.94446952616877,,,,,,,,55.69098795461767,,,,,,,,,,,,,,,55.69098795461767
52,38,20215,1087.0,101,302,408,63.83741608631687,,,,,24.063574091469967,,,,,,,,,,,,,,24.063574091469967,,,,
53,38,20216,8.0,101,303,401,16.43685489206277,,,,,,11.57979791294355,,,,,,13.071078822642795,,,,,,,,,,,
54,38,20221,1829.0,101,306,407,1201.4722636453423,,,,,,,,,1086.6123921094622,,,,,,,,,1306.7617120968016,,,,,
55,38,20224,8280.0,101,307,403,5015.261559166914,,,,,,,,,,5691.164455819264,,,,5691.164455819264,,,,,,,,,
56,38,20225,10.0,101,303,411,14.16673394496956,,,,,,11.692011788309069,,,,,,,,,,,,,,,,15.328829258176782,
57,38,20226,335.0,101,303,401,255.94680756147184,,,,,,252.24549581686574,,,,,,186.4667581246716,,,,,,,,,,,
58,38,20227,1405.0,101,308,404,1438.6541898574171,,,,,,,,,,,1700.2673681443089,,,,1700.2673681443089,,,,,,,,
59,38,20229,10.0,101,306,407,5.712284236832128,,,,,,,,,6.653333125457359,,,,,,,,,6.157742332368937,,,,,
60,38,20235,105.0,101,303,411,22.25434907229392,,,,,,26.786266583586027,,,,,,,,,,,,,,,,41.506600020903306,
61,38,20238,18.0,101,302,408,27.482478856085393,,,,,29.12486334945635,,,,,,,,,,,,,,29.12486334945635,,,,
62,38,20245,7.0,101,303,411,44.28209584387645,,,,,,37.767274355427126,,,,,,,,,,,,,,,,32.270320806867375,
63,38,20248,12.0,101,306,402,621.7311535251315,,,,,,,,,922.018760292476,,,,854.8513768695253,,,,,,,,,,
64,38,20251,105.0,101,303,406,103.8092129650692,,,,,,64.37723902547269,,,,,,,,,,,59.607151596387375,,,,,,
65,38,20252,7844.0,101,306,407,2985.933353404676,,,,,,,,,2700.902399828788,,,,,,,,,2626.3387062765796,,,,,
66,38,20253,21490.0,101,306,407,8635.26087791045,,,,,,,,,9429.195475433757,,,,,,,,,10264.971493496114,,,,,
67,38,20259,9.0,101,306,407,82.02611072332722,,,,,,,,,71.06516488145682,,,,,,,,,76.24802945617756,,,,,
68,38,20265,6.0,101,306,407,13.133043729793746,,,,,,,,,34.64054395983226,,,,,,,,,31.739982412772452,,,,,
69,38,20267,16.0,101,303,401,5.580192681826892,,,,,,7.44297629539666,,,,,,7.432531900623656,,,,,,,,,,,
70,38,20272,179.0,101,308,404,58.536492654964526,,,,,,,,,,,19.496966011136497,,,,19.496966011136497,,,,,,,,
71,38,20274,54.0,101,302,408,35.97884818124591,,,,,35.55113926712406,,,,,,,,,,,,,,35.55113926712406,,,,
72,38,20278,5836.0,101,305,412,2143.9035385199554,,,,,,,,1064.673414323453,,,,,,,,,,,,,,,1064.673414323453
73,38,20283,2828.0,101,306,407,1169.8877968267348,,,,,,,,,1359.7682081572757,,,,,,,,,1324.8633855099408,,,,,
74,38,20285,7.0,101,305,412,4.585304905938689,,,,,,,,5.406654381491162,,,,,,,,,,,,,,,5.406654381491162
75,38,20292,270.0,101,305,412,1598.6097800853481,,,,,,,,873.8079353641788,,,,,,,,,,,,,,,873.8079353641788
76,38,20296,2276.0,101,305,412,1827.0982264417414,,,,,,,,1721.6951219146972,,,,,,,,,,,,,,,1721.6951219146972
77,38,20297,38.0,101,306,407,56.450011906548916,,,,,,,,,70.19537513674348,,,,,,,,,76.95434484931938,,,,,
78,38,20300,11.0,101,305,412,46.72901494249208,,,,,,,,27.027084321885393,,,,,,,,,,,,,,,27.027084321885393
79,38,20305,205.0,101,305,412,92.44550807355705,,,,,,,,105.11281614190455,,,,,,,,,,,,,,,105.11281614190455
80,38,20311,2.0,101,307,403,146.2081279123974,,,,,,,,,,346.3635641372254,,,,346.3635641372254,,,,,,,,,
81,38,20313,184.0,101,305,412,687.2666171298886,,,,,,,,544.5486012638268,,,,,,,,,,,,,,,544.5486012638268
82,38,20316,32.0,101,301,405,11.752229843477306,,,,15.348467055677384,,,,,,,,,,,,15.348467055677384,,,,,,,
83,38,20320,97.0,101,306,407,242.99116191859525,,,,,,,,,197.9515244794305,,,,,,,,,215.93013118501375,,,,,
84,38,20321,1353.0,101,302,408,347.4659768314661,,,,,241.8070216937341,,,,,,,,,,,,,,241.8070216937341,,,,
85,38,20323,3700.0,101,305,412,1150.9938120684901,,,,,,,,1262.7681194593285,,,,,,,,,,,,,,,1262.7681194593285
86,38,20325,276.0,101,308,404,432.1407395255771,,,,,,,,,,,518.4321529110312,,,,518.4321529110312,,,,,,,,
87,38,20327,3.0,101,302,408,12.576574650653873,,,,,8.18150374444791,,,,,,,,,,,,,,8.18150374444791,,,,
88,38,20328,31.0,101,306,407,93.24809548410553,,,,,,,,,54.29953601702152,,,,,,,,,60.50348469310675,,,,,
89,38,20337,629.0,101,302,408,408.81642413566425,,,,,233.89573215077905,,,,,,,,,,,,,,233.89573215077905,,,,
90,38,20341,189.0,101,308,404,538.5385136958377,,,,,,,,,,,525.438599742144,,,,525.438599742144,,,,,,,,
91,38,20343,703.0,101,304,409,365.4831211561388,,,,,,,193.79712768446652,,,,,,,,,,,,,193.79712768446652,,,
92,38,20346,8856.0,101,306,407,3704.2691368905685,,,,,,,,,3014.623508372857,,,,,,,,,2895.512949340397,,,,,
93,38,20350,46.0,101,305,412,1197.2717229946911,,,,,,,,523.8677035931969,,,,,,,,,,,,,,,523.8677035931969
94,38,20357,149.0,101,301,405,182.19077213254678,,,,154.80939475859262,,,,,,,,,,,,154.80939475859262,,,,,,,
95,38,20366,526.0,101,302,408,443.197693371203,,,,,376.09849520244154,,,,,,,,,,,,,,376.09849520244154,,,,
96,38,20368,1369.0,101,306,407,919.5319319874193,,,,,,,,,985.2379548950165,,,,,,,,,864.4748204492349,,,,,
97,38,20384,376.0,101,307,403,184.16635704153168,,,,,,,,,,417.16356319694046,,,,417.16356319694046,,,,,,,,,
98,38,20387,292.0,101,305,412,497.8598121275471,,,,,,,,532.2825135078795,,,,,,,,,,,,,,,532.2825135078795
99,38,20388,9.0,101,305,412,9.167332484999548,,,,,,,,7.97154868849201,,,,,,,,,,,,,,,7.97154868849201
100,38,20389,600.0,101,302,408,200.50476859050627,,,,,217.78866912485,,,,,,,,,,,,,,217.78866912485,,,,
101,38,20391,623.0,101,306,407,455.289127115852,,,,,,,,,383.680877977542,,,,,,,,,469.5097007503028,,,,,
102,38,20392,204.0,101,306,407,3.2859764095964987,,,,,,,,,4.832373056630786,,,,,,,,,4.460982245410952,,,,,
103,38,20394,4.0,101,303,406,17.373680091435478,,,,,,11.748266260253132,,,,,,,,,,,13.642902236810308,,,,,,
104,38,20396,530.0,101,305,412,871.2379414102825,,,,,,,,690.8132581843041,,,,,,,,,,,,,,,690.8132581843041
105,38,20398,17.0,101,303,401,26.569289173085167,,,,,,34.89690385898312,,,,,,32.0358135823958,,,,,,,,,,,
106,38,20402,10.0,101,303,401,8.480873005211462,,,,,,11.603811356018046,,,,,,12.446628526988796,,,,,,,,,,,
107,38,20404,35.0,101,303,401,145.07205539488635,,,,,,92.31312694880545,,,,,,102.19682758571346,,,,,,,,,,,
108,38,20405,494.0,101,302,408,374.51745595248235,,,,,302.94954260589316,,,,,,,,,,,,,,302.94954260589316,,,,
109,38,20407,55.0,101,305,412,294.8186978923392,,,,,,,,282.06806641453824,,,,,,,,,,,,,,,282.06806641453824
110,38,20408,6.0,101,302,408,3.060556765818238,,,,,2.863654679584349,,,,,,,,,,,,,,2.863654679584349,,,,
111,38,20412,7.0,101,306,407,21.687845290220245,,,,,,,,,58.87087794736341,,,,,,,,,66.16721356834512,,,,,
112,38,20413,670.0,101,306,407,662.0475182221829,,,,,,,,,746.052700111624,,,,,,,,,632.6686921141385,,,,,
113,38,20414,3406.0,101,308,404,3529.494029207476,,,,,,,,,,,3119.7573001855894,,,,3119.7573001855894,,,,,,,,
114,38,20415,9.0,101,305,412,5.802533638170071,,,,,,,,5.623246065681242,,,,,,,,,,,,,,,5.623246065681242
115,38,20418,337.0,101,307,403,196.51584525651788,,,,,,,,,,308.0382023251994,,,,308.0382023251994,,,,,,,,,
116,38,20419,401.0,101,306,407,1856.3173729010468,,,,,,,,,1932.2938461243625,,,,,,,,,1655.7637132835755,,,,,
117,38,20422,13.0,101,302,408,1.9257577147499818,,,,,0.9527987879481001,,,,,,,,,,,,,,0.9527987879481001,,,,
118,38,20424,7.0,101,306,407,11.902548856139989,,,,,,,,,30.79502068286192,,,,,,,,,27.922746013862294,,,,,
119,38,20427,242.0,101,302,408,44.96240031786132,,,,,69.31918177180991,,,,,,,,,,,,,,69.31918177180991,,,,
120,38,20428,786.0,101,303,401,853.0506682850817,,,,,,763.9823829031969,,,,,,809.966961612747,,,,,,,,,,,
121,38,20429,1202.0,101,305,412,1262.3763156962107,,,,,,,,529.940817981844,,,,,,,,,,,,,,,529.940817981844
122,38,20433,213.0,101,305,412,290.44093786358815,,,,,,,,302.11128243669754,,,,,,,,,,,,,,,302.11128243669754
123,38,20434,198.0,101,306,407,199.07486755788068,,,,,,,,,203.5174771624571,,,,,,,,,191.7008198719152,,,,,
124,38,20442,6.0,101,302,408,5.616642019604161,,,,,4.027074609703686,,,,,,,,,,,,,,4.027074609703686,,,,
125,38,20445,97.0,101,303,401,327.9961543055716,,,,,,358.1199903090104,,,,,,456.92890836783533,,,,,,,,,,,
126,38,20457,2009.0,101,305,412,2793.7913274865405,,,,,,,,2273.708548517365,,,,,,,,,,,,,,,2273.708548517365
127,38,20459,27.0,101,305,412,15.078460222055464,,,,,,,,14.198249694991953,,,,,,,,,,,,,,,14.198249694991953
128,38,20461,67.0,101,303,406,42.93842782085783,,,,,,34.4843325014017,,,,,,,,,,,21.519811091873134,,,,,,
129,38,20465,15.0,101,302,408,58.612428798411074,,,,,70.30527829554164,,,,,,,,,,,,,,70.30527829554164,,,,
130,38,20473,477.0,101,306,407,1041.5850970040424,,,,,,,,,814.3313388936043,,,,,,,,,815.7229398881675,,,,,
131,38,20478,1351.0,101,302,408,538.3221442509897,,,,,507.04327474967175,,,,,,,,,,,,,,507.04327474967175,,,,
132,38,20483,19.0,101,305,412,113.023031619132,,,,,,,,69.29874931187622,,,,,,,,,,,,,,,69.29874931187622
133,38,20486,208.0,101,306,407,12.516699748202672,,,,,,,,,30.683505065099144,,,,,,,,,35.986108391497936,,,,,
134,38,20492,1433.0,101,307,403,369.55492428881337,,,,,,,,,,579.5472617023971,,,,579.5472617023971,,,,,,,,,
135,38,20494,43.0,101,304,409,293.42738789630573,,,,,,,187.4727033752844,,,,,,,,,,,,,187.4727033752844,,,
136,38,20501,12420.0,101,306,407,5534.745004253632,,,,,,,,,4662.349815551387,,,,,,,,,4607.379309423037,,,,,
137,38,20504,1675.0,101,307,403,736.6273190924843,,,,,,,,,,1015.9248089256243,,,,1015.9248089256243,,,,,,,,,
138,38,20512,24.0,101,308,404,6.483869682248974,,,,,,,,,,,13.084247196619764,,,,13.084247196619764,,,,,,,,
139,38,20515,366.0,101,305,412,689.459874696677,,,,,,,,739.5777702415402,,,,,,,,,,,,,,,739.5777702415402
140,38,20522,70.0,101,305,412,269.76835511092986,,,,,,,,258.4609284072296,,,,,,,,,,,,,,,258.4609284072296
141,38,20523,5560.0,101,308,404,4062.2184394109977,,,,,,,,,,,2315.18587339318,,,,2315.18587339318,,,,,,,,
142,38,20525,319.0,101,301,405,169.5564066260286,,,,255.81518711977648,,,,,,,,,,,,255.81518711977648,,,,,,,
143,38,20527,6.0,101,303,406,6.6129714702600735,,,,,,2.8893864016371644,,,,,,,,,,,10.768573240388603,,,,,,
144,38,20531,110.0,101,307,403,220.69760143157598,,,,,,,,,,442.8667325421339,,,,442.8667325421339,,,,,,,,,
145,38,20538,16.0,101,306,407,13.93928160365209,,,,,,,,,12.095389394572667,,,,,,,,,12.33934551647036,,,,,
146,38,20540,906.0,101,303,401,648.1513435687533,,,,,,443.017958741724,,,,,,398.45522362430876,,,,,,,,,,,
147,38,20545,2536.0,101,305,412,4052.95836123191,,,,,,,,4471.809453987133,,,,,,,,,,,,,,,4471.809453987133
148,38,20554,65.0,101,305,412,153.04171945538772,,,,,,,,210.63742640695827,,,,,,,,,,,,,,,210.63742640695827
149,38,20555,146.0,101,308,404,399.15125211438095,,,,,,,,,,,426.39811098209515,,,,426.39811098209515,,,,,,,,
150,38,20559,5.0,101,303,401,4.7071871265844285,,,,,,5.688417572159162,,,,,,5.094202312546463,,,,,,,,,,,
151,38,20561,2936.0,101,303,401,1887.5603808805552,,,,,,2016.3553451254827,,,,,,2166.674454538648,,,,,,,,,,,
152,38,20563,696.0,101,303,401,267.98106751124425,,,,,,318.9728798106392,,,,,,359.7723571116649,,,,,,,,,,,
153,38,20567,21.0,101,303,406,22.26834225746291,,,,,,18.18503139504183,,,,,,,,,,,3.806867394914422,,,,,,
154,38,20580,14.0,101,302,408,101.74027165545061,,,,,52.53532112066484,,,,,,,,,,,,,,52.53532112066484,,,,
155,38,20583,18190.0,101,306,407,10082.247311296758,,,,,,,,,12679.689067752679,,,,,,,,,12998.943859778276,,,,,
156,38,20587,305.0,101,306,407,262.31907587280676,,,,,,,,,142.69094979379656,,,,,,,,,131.672395857248,,,,,
157,38,20591,17.0,101,302,408,5.886665693126285,,,,,7.6663070960662365,,,,,,,,,,,,,,7.6663070960662365,,,,
158,38,20593,4.0,101,303,401,7.122221892729451,,,,,,6.738105857621833,,,,,,7.781799716857019,,,,,,,,,,,
159,38,20596,127.0,101,302,408,385.2216220667072,,,,,254.3275000585619,,,,,,,,,,,,,,254.3275000585619,,,,
160,38,20597,780.0,101,302,408,2901.2184355656386,,,,,2618.783094250872,,,,,,,,,,,,,,2618.783094250872,,,,
161,38,20603,2.0,101,305,412,5.499654160661479,,,,,,,,5.4124784585165155,,,,,,,,,,,,,,,5.4124784585165155
162,38,20616,9.0,101,306,407,8.903182711657765,,,,,,,,,11.418277252644113,,,,,,,,,11.68394640620374,,,,,
163,38,20618,206.0,101,307,403,303.8144193332179,,,,,,,,,,298.75656541008243,,,,298.75656541008243,,,,,,,,,
164,38,20625,9.0,101,302,408,16.413774763592674,,,,,20.24328596618928,,,,,,,,,,,,,,20.24328596618928,,,,
165,38,20631,593.0,101,307,403,6761.404108194547,,,,,,,,,,7020.022076881383,,,,7020.022076881383,,,,,,,,,
166,38,20633,3.0,101,306,407,42.441050191655165,,,,,,,,,82.5936855257958,,,,,,,,,72.1227411061216,,,,,
167,38,20635,9.0,101,302,408,23.17937907120488,,,,,9.060850104876636,,,,,,,,,,,,,,9.060850104876636,,,,
168,38,20636,648.0,101,306,407,1089.5279502097947,,,,,,,,,1231.0119402470202,,,,,,,,,964.4164617437284,,,,,
169,38,20648,142.0,101,305,412,3884.5094708288966,,,,,,,,4351.140580235507,,,,,,,,,,,,,,,4351.140580235507
170,38,20649,12.0,101,308,404,67.82556625877535,,,,,,,,,,,19.587813224340415,,,,19.587813224340415,,,,,,,,
171,38,20655,6944.0,101,306,407,3036.848265438011,,,,,,,,,2919.8714272035527,,,,,,,,,2767.6396700971227,,,,,
172,38,20656,6.0,101,305,412,48.9855201207957,,,,,,,,22.9102896335896,,,,,,,,,,,,,,,22.9102896335896
173,38,20657,50.0,101,303,410,36.590865183343254,,,,,,17.687633222821276,,,,,,,,,,,,,,,23.254021180229923,,
174,38,20661,2672.0,101,302,408,906.9000216512281,,,,,592.4386968881169,,,,,,,,,,,,,,592.4386968881169,,,,
175,38,20662,11.0,101,305,412,24.596390432273484,,,,,,,,19.67131048173961,,,,,,,,,,,,,,,19.67131048173961
176,38,20676,6.0,101,305,412,5.874769552451376,,,,,,,,5.791207107321164,,,,,,,,,,,,,,,5.791207107321164
177,38,20678,395.0,101,303,401,1224.6329888891803,,,,,,872.6393415679511,,,,,,871.2271267932532,,,,,,,,,,,
178,38,20688,28.0,101,303,401,117.90468136891691,,,,,,85.43859053963374,,,,,,96.05982001882819,,,,,,,,,,,
179,38,20689,19.0,101,303,401,530.0594977377851,,,,,,254.47491092458426,,,,,,188.35617902749183,,,,,,,,,,,
180,38,20693,1899.0,101,308,404,1184.9708060350572,,,,,,,,,,,821.1159557849602,,,,821.1159557849602,,,,,,,,
181,38,20696,2164.0,101,305,412,1279.8156975000347,,,,,,,,1071.4045860525791,,,,,,,,,,,,,,,1071.4045860525791
182,38,20697,81.0,101,304,409,109.10355772278388,,,,,,,109.55414418258361,,,,,,,,,,,,,109.55414418258361,,,
183,38,20700,3.0,101,306,407,6.5950337954378915,,,,,,,,,7.74261705402856,,,,,,,,,8.514697101330876,,,,,
184,38,20704,633.0,101,307,403,396.23728167760544,,,,,,,,,,296.3430536086576,,,,296.3430536086576,,,,,,,,,
185,38,20707,12.0,101,306,407,4.592739000020924,,,,,,,,,4.974236200444063,,,,,,,,,4.807879790223786,,,,,
186,38,20709,7.0,101,302,408,17.592665878968518,,,,,24.479415266223054,,,,,,,,,,,,,,24.479415266223054,,,,
187,38,20712,1636.0,101,306,407,1522.0167164425002,,,,,,,,,1422.3280407136629,,,,,,,,,1656.7901233906384,,,,,
188,38,20714,45.0,101,305,412,21.404045153102885,,,,,,,,33.35425310193428,,,,,,,,,,,,,,,33.35425310193428
189,38,20716,17.0,101,303,401,23.516402758607086,,,,,,18.723260798595927,,,,,,12.593628620820772,,,,,,,,,,,
190,38,20717,37.0,101,303,401,26.34587104161192,,,,,,29.5114992015357,,,,,,33.99114242262602,,,,,,,,,,,
191,38,20720,2003.0,101,303,401,901.9037379258189,,,,,,876.4782013810619,,,,,,956.6113346538245,,,,,,,,,,,
192,38,20722,165.0,101,306,407,102.62023438658056,,,,,,,,,87.23246614152026,,,,,,,,,81.65758360684505,,,,,
193,38,20727,557.0,101,302,408,464.7017325850415,,,,,414.35342458075297,,,,,,,,,,,,,,414.35342458075297,,,,
194,38,20729,16.0,101,306,407,13.847489013601415,,,,,,,,,9.489750439895753,,,,,,,,,10.472858752487465,,,,,
195,38,20731,45.0,101,302,408,49.90511324990398,,,,,25.65039801499989,,,,,,,,,,,,,,25.65039801499989,,,,
196,38,20733,2.0,101,302,408,4.121776311263256,,,,,3.741720403044029,,,,,,,,,,,,,,3.741720403044029,,,,
197,38,20734,1712.0,101,306,407,720.4760596250634,,,,,,,,,709.6190488027689,,,,,,,,,795.9745900197652,,,,,
198,38,20738,29.0,101,305,412,20.60713863401798,,,,,,,,9.201301905970318,,,,,,,,,,,,,,,9.201301905970318
199,38,20739,792.0,101,305,412,812.8065472863103,,,,,,,,776.6797034416915,,,,,,,,,,,,,,,776.6797034416915
200,38,20743,2.0,101,305,412,12.196250750925355,,,,,,,,42.41304492071388,,,,,,,,,,,,,,,42.41304492071388
201,38,20744,312.0,101,302,408,399.3665893623035,,,,,407.6116795825459,,,,,,,,,,,,,,407.6116795825459,,,,
202,38,20747,3.0,101,302,408,33.615704108786694,,,,,25.336168721750635,,,,,,,,,,,,,,25.336168721750635,,,,
203,38,20753,902.0,101,308,404,269.67035521475555,,,,,,,,,,,231.83356560201628,,,,231.83356560201628,,,,,,,,
204,38,20759,140.0,101,302,408,422.73041390945133,,,,,410.0237652086583,,,,,,,,,,,,,,410.0237652086583,,,,
205,38,20763,86.0,101,308,404,303.5062715029378,,,,,,,,,,,227.6487504542534,,,,227.6487504542534,,,,,,,,
206,38,20766,648.0,101,306,407,496.76441101109884,,,,,,,,,360.24447149473775,,,,,,,,,368.19868089424574,,,,,
207,38,20768,1257.0,101,308,404,2498.0961893664357,,,,,,,,,,,3229.3556001002426,,,,3229.3556001002426,,,,,,,,
208,38,20775,615.0,101,306,407,143.3928074612875,,,,,,,,,134.73999111802559,,,,,,,,,134.24500394114148,,,,,
209,38,20782,36.0,101,303,406,21.58300332402083,,,,,,28.881462900742907,,,,,,,,,,,15.338577875403038,,,,,,
210,38,20784,7.0,101,302,408,2.3786763286373427,,,,,0.9992228927771617,,,,,,,,,,,,,,0.9992228927771617,,,,
211,38,20786,663.0,101,303,401,1070.2677666491184,,,,,,855.5117604895954,,,,,,885.0703022069679,,,,,,,,,,,
212,38,20795,406.0,101,307,403,12.382764743153835,,,,,,,,,,7.787093327549951,,,,7.787093327549951,,,,,,,,,
