sales_region_code,item_code,first_cate_code,second_cate_code
101,20502,305,412
101,20503,308,404
101,20504,307,403
101,20510,308,404
101,20512,308,404
101,20513,308,404
101,20515,305,412
101,20522,305,412
101,20523,308,404
101,20525,301,405
101,20531,307,403
101,20532,306,407
101,20538,306,407
101,20540,303,401
101,20545,305,412
101,20549,307,403
101,20551,306,407
101,20552,308,404
101,20554,305,412
101,20555,308,404
101,20559,303,401
101,20561,303,401
101,20563,303,401
101,20565,305,412
101,20567,303,406
101,20569,303,401
101,20570,302,408
101,20577,307,403
101,20580,302,408
101,20582,302,408
101,20583,306,407
101,20584,306,407
101,20587,306,407
101,20596,302,408
101,20597,302,408
101,20600,307,403
101,20603,305,412
101,20604,307,403
101,20605,302,408
101,20614,304,409
101,20618,307,403
101,20625,302,408
101,20627,307,403
101,20628,303,401
101,20631,307,403
101,20632,306,407
101,20633,306,407
101,20636,306,407
101,20648,305,412
101,20652,306,407
101,20653,305,412
101,20654,307,403
101,20655,306,407
101,20656,305,412
101,20657,303,410
101,20658,305,412
101,20661,302,408
101,20662,305,412
101,20664,307,403
101,20666,307,403
101,20668,304,409
101,20673,306,407
101,20674,308,404
101,20675,307,403
101,20676,305,412
101,20678,303,401
101,20687,307,403
101,20688,303,401
101,20689,303,401
101,20692,308,404
101,20693,308,404
101,20694,305,412
101,20696,305,412
101,20697,304,409
101,20699,306,407
101,20700,306,407
101,20701,302,408
101,20703,302,408
101,20704,307,403
101,20707,306,407
101,20712,306,407
101,20713,305,412
101,20717,303,401
101,20720,303,401
101,20722,306,407
101,20727,302,408
101,20729,306,407
101,20731,302,408
101,20734,306,407
101,20736,308,404
101,20738,305,412
101,20739,305,412
101,20740,304,409
101,20743,305,412
101,20744,302,408
101,20748,301,405
101,20749,307,403
101,20750,306,407
101,20753,308,404
101,20759,302,408
101,20763,308,404
101,20764,305,412
101,20766,306,407
101,20768,308,404
101,20769,303,401
101,20775,306,407
101,20777,308,404
101,20784,302,408
101,20786,303,401
101,20790,302,408
101,20792,302,408
101,20793,306,407
101,20795,307,403
101,20797,305,412
101,20803,304,409
101,20805,306,407
101,20808,306,407
101,20810,306,407
101,20816,306,407
101,20820,306,407
101,20822,306,407
101,20823,303,401
101,20826,302,408
101,20827,303,401
101,20828,305,412
101,20831,306,407
101,20832,306,407
101,20833,307,403
101,20839,306,407
101,20840,303,401
101,20841,307,403
101,20842,308,404
101,20849,305,412
101,20853,301,405
101,20854,302,408
101,20858,303,401
101,20860,302,408
101,20862,307,403
101,20869,306,407
101,20878,303,401
101,20879,305,412
101,20880,305,412
101,20886,303,410
101,20892,306,407
101,20894,305,412
101,20896,307,403
101,20900,306,407
101,20901,303,410
101,20902,304,409
101,20904,303,401
101,20911,301,405
101,20913,306,407
101,20914,302,408
101,20916,306,407
101,20920,306,407
101,20922,305,412
101,20925,306,407
101,20929,308,404
101,20932,303,401
101,20939,308,404
101,20940,303,410
101,20941,302,408
101,20942,305,412
101,20944,301,405
101,20947,306,407
101,20951,302,408
101,20953,302,408
101,20955,304,409
101,20956,307,403
101,20957,305,412
101,20959,303,401
101,20965,306,407
101,20968,307,403
101,20969,306,407
101,20972,305,412
101,20973,306,407
101,20976,306,407
101,20977,302,408
101,20978,305,412
101,20980,303,401
101,20981,304,409
101,20984,306,407
101,20990,305,412
101,20992,303,411
101,20993,306,407
101,20994,302,408
101,20996,306,407
101,20999,305,412
101,21000,301,405
101,21001,305,412
101,21005,306,407
101,21007,302,408
101,21016,308,404
101,21017,305,412
101,21022,306,407
101,21023,306,407
101,21026,306,407
101,21027,302,408
101,21028,306,407
101,21034,306,407
101,21037,308,404
101,21038,308,404
101,21039,306,407
101,21043,306,407
101,21046,302,408
101,21047,303,401
101,21049,304,409
101,21052,303,401
101,21053,306,407
101,21054,308,404
101,21059,302,408
101,21061,308,404
101,21062,302,408
101,21064,308,404
101,21067,302,408
101,21068,305,412
101,21080,306,407
101,21081,307,403
101,21082,306,407
101,21084,306,407
101,21088,301,405
101,21090,302,408
101,21091,308,404
101,21094,306,407
101,21096,305,412
101,21098,308,404
101,21100,302,408
101,21101,308,404
101,21103,306,407
101,21109,302,408
101,21110,307,403
101,21111,303,410
101,21114,308,404
101,21115,307,403
101,21117,306,407
101,21119,305,412
101,21120,302,408
101,21123,303,406
101,21124,307,403
101,21125,304,409
101,21129,302,408
101,21131,304,409
101,21138,304,409
101,21149,304,409
101,21152,302,408
101,21153,303,401
101,21154,306,407
101,21155,305,412
101,21157,308,404
101,21160,306,407
101,21166,305,412
101,21167,306,407
101,21168,308,404
101,21178,306,407
101,21180,303,401
101,21183,307,403
101,21184,303,401
101,21185,307,403
101,21188,303,410
101,21192,303,411
101,21195,302,408
101,21197,302,408
101,21198,306,407
101,21211,303,401
101,21215,303,401
101,21220,305,412
101,21221,306,407
101,21225,306,407
101,21229,305,412
101,21230,305,412
101,21235,306,407
101,21236,303,410
101,21238,308,404
101,21240,302,408
101,21245,302,408
101,21249,307,403
101,21250,303,401
101,21253,306,407
101,21255,306,407
101,21260,301,405
101,21269,303,401
101,21270,308,404
101,21271,306,407
101,21272,302,408
101,21274,305,412
101,21278,303,401
101,21280,306,407
101,21285,306,407
101,21290,305,412
101,21292,303,410
101,21294,308,404
101,21296,304,409
101,21298,306,407
101,21303,302,408
101,21305,304,409
101,21306,306,407
101,21312,302,408
101,21314,308,404
101,21318,303,401
101,21320,306,407
101,21328,303,410
101,21329,308,404
101,21330,303,401
101,21331,306,407
101,21335,305,412
101,21338,304,409
101,21340,304,409
101,21346,306,407
101,21347,303,401
101,21348,302,408
101,21349,305,412
101,21350,305,412
101,21356,306,407
101,21358,306,407
101,21359,306,407
101,21361,303,401
101,21363,305,412
101,21366,302,408
101,21371,305,412
101,21373,306,407
101,21377,301,405
101,21379,305,412
101,21382,302,408
101,21386,306,407
101,21390,306,407
101,21391,302,408
101,21394,306,407
101,21398,308,404
101,21405,305,412
101,21406,303,401
101,21407,308,404
101,21408,306,407
101,21409,303,410
101,21414,306,407
101,21415,305,412
101,21416,308,404
101,21420,307,403
101,21424,306,407
101,21425,307,403
101,21428,303,401
101,21430,306,407
101,21431,302,408
101,21432,308,404
101,21433,304,409
101,21437,302,408
101,21443,305,412
101,21444,307,403
101,21446,308,404
101,21450,302,408
101,21451,308,404
101,21456,306,407
101,21460,303,406
101,21461,305,412
101,21462,308,404
101,21465,302,408
101,21467,306,407
101,21468,305,412
101,21477,303,411
101,21480,303,401
101,21481,307,403
101,21484,305,412
101,21488,307,403
101,21490,306,407
101,21491,305,412
101,21492,306,407
101,21495,306,407
101,21496,307,403
101,21497,306,407
101,21501,306,407
101,21507,306,407
101,21509,305,412
101,21518,305,412
101,21521,306,407
101,21523,306,407
101,21524,307,403
101,21529,304,409
101,21532,304,409
101,21545,306,407
101,21546,306,407
101,21548,306,407
101,21549,307,403
101,21550,301,405
101,21555,303,410
101,21557,307,403
101,21558,302,408
101,21561,306,407
101,21569,308,404
101,21573,306,407
101,21579,306,407
101,21581,305,412
101,21583,305,412
101,21584,303,401
101,21585,302,408
101,21589,306,407
101,21596,302,408
101,21597,302,408
101,21601,306,407
101,21602,306,407
101,21605,303,401
101,21606,302,408
101,21607,306,407
101,21612,304,409
101,21614,306,407
101,21617,303,401
101,21619,306,402
101,21624,306,407
101,21629,306,407
101,21630,308,404
101,21631,302,408
101,21637,305,412
101,21639,308,404
101,21642,303,401
101,21644,303,401
101,21648,306,407
101,21650,303,401
101,21652,302,408
101,21653,306,407
101,21663,306,407
101,21667,307,403
101,21669,305,412
101,21671,302,408
101,21681,302,408
101,21684,304,409
101,21687,306,407
101,21690,303,401
101,21694,302,408
101,21698,308,404
101,21703,305,412
101,21708,303,401
101,21709,302,408
101,21710,308,404
101,21711,306,407
101,21712,306,407
101,21713,305,412
101,21715,302,408
101,21719,306,407
101,21731,301,405
101,21732,304,409
101,21734,307,403
101,21737,307,403
101,21740,307,403
101,21743,307,403
101,21745,303,401
101,21749,303,401
101,21750,306,407
101,21751,306,402
101,21754,305,412
101,21755,307,403
101,21757,303,406
101,21759,302,408
101,21760,302,408
101,21763,308,404
101,21764,302,408
101,21765,304,409
101,21768,307,403
101,21770,302,408
101,21772,307,403
101,21775,302,408
101,21777,302,408
101,21779,307,403
101,21780,306,407
101,21781,307,403
101,21783,306,407
101,21792,305,412
101,21795,306,407
101,21796,305,412
101,21809,307,403
101,21810,306,407
101,21812,303,401
101,21814,306,407
101,21819,306,402
101,21820,306,407
101,21821,303,401
101,21822,307,403
101,21823,302,408
101,21830,305,412
101,21835,308,404
101,21839,307,403
101,21840,302,408
101,21845,302,408
101,21850,305,412
101,21851,303,401
101,21854,308,404
101,21862,308,404
101,21865,306,407
101,21867,301,405
101,21871,306,407
101,21876,305,412
101,21878,305,412
101,21879,306,407
101,21881,306,407
101,21883,306,407
101,21884,306,407
101,21888,306,407
101,21895,308,404
101,21899,303,401
101,21900,307,403
101,21901,304,409
101,21903,305,412
101,21909,303,401
101,21911,306,407
101,21913,306,407
101,21914,306,407
101,21915,303,410
101,21916,305,412
101,21917,305,412
101,21920,305,412
101,21922,306,407
101,21923,307,403
101,21926,305,412
101,21928,308,404
101,21940,303,401
101,21942,306,407
101,21943,305,412
101,21945,303,401
101,21947,307,403
101,21951,307,403
101,21953,307,403
101,21954,302,408
101,21962,303,401
101,21964,303,410
101,21966,307,403
101,21967,302,408
101,21969,303,410
101,21974,306,407
101,21977,307,403
101,21978,307,403
101,21980,303,401
101,21982,305,412
101,21984,306,407
101,21986,301,405
101,21994,303,401
101,21995,306,407
101,22002,305,412
101,22005,308,404
101,22007,302,408
101,22008,308,404
101,22013,303,401
101,22015,304,409
101,22021,307,403
101,22025,306,407
101,22027,306,402
101,22028,305,412
101,22030,307,403
101,22035,305,412
101,22038,306,407
101,22040,304,409
101,22041,306,407
101,22045,302,408
101,22046,305,412
101,22048,306,407
101,22049,303,401
101,22051,306,402
101,22053,306,407
101,22056,302,408
101,22058,302,408
101,22059,305,412
101,22063,306,407
101,22064,305,412
101,22066,307,403
101,22071,303,410
101,22075,307,403
101,22081,303,401
101,22082,305,412
101,22084,302,408
102,20002,303,406
102,20003,301,405
102,20004,303,401
102,20006,307,403
102,20008,303,401
102,20010,306,407
102,20011,303,401
102,20014,307,403
102,20016,303,401
102,20017,305,412
102,20018,306,407
102,20020,305,412
102,20024,306,402
102,20025,302,408
102,20033,307,403
102,20038,307,403
102,20041,302,408
102,20045,306,407
102,20046,303,401
102,20049,302,408
102,20056,302,408
102,20062,307,403
102,20067,306,407
102,20071,306,407
102,20075,308,404
102,20076,303,401
102,20082,305,412
102,20085,301,405
102,20088,308,404
102,20089,307,403
102,20090,302,408
102,20091,308,404
102,20093,306,407
102,20107,306,407
102,20108,303,410
102,20111,306,407
102,20113,308,404
102,20118,305,412
102,20119,305,412
102,20120,302,408
102,20121,306,407
102,20127,307,403
102,20129,305,412
102,20130,306,407
102,20131,306,407
102,20134,305,412
102,20135,303,401
102,20139,306,407
102,20140,305,412
102,20143,306,407
102,20144,308,404
102,20145,306,407
102,20146,306,402
102,20147,307,403
102,20150,304,409
102,20151,305,412
102,20152,305,412
102,20156,305,412
102,20160,303,410
102,20162,302,408
102,20165,305,412
102,20169,308,404
102,20172,306,407
102,20173,303,401
102,20176,307,403
102,20182,303,401
102,20187,302,408
102,20189,305,412
102,20190,301,405
102,20191,305,412
102,20192,308,404
102,20193,302,408
102,20195,302,408
102,20198,303,401
102,20199,302,408
102,20215,302,408
102,20220,306,407
102,20221,306,407
102,20222,302,408
102,20224,307,403
102,20226,303,401
102,20227,308,404
102,20230,306,407
102,20235,303,411
102,20240,306,407
102,20245,303,411
102,20252,306,407
102,20253,306,407
102,20254,303,401
102,20256,307,403
102,20268,306,407
102,20271,306,407
102,20272,308,404
102,20276,306,407
102,20278,305,412
102,20279,306,407
102,20283,306,407
102,20284,304,409
102,20286,307,403
102,20291,306,407
102,20292,305,412
102,20296,305,412
102,20304,302,408
102,20305,305,412
102,20311,307,403
102,20313,305,412
102,20316,301,405
102,20320,306,407
102,20321,302,408
102,20323,305,412
102,20324,303,401
102,20325,308,404
102,20328,306,407
102,20329,308,404
102,20331,305,412
102,20336,303,401
102,20337,302,408
102,20341,308,404
102,20343,304,409
102,20344,308,404
102,20346,306,407
102,20347,308,404
102,20356,308,404
102,20357,301,405
102,20358,302,408
102,20366,302,408
102,20368,306,407
102,20387,305,412
102,20389,302,408
102,20391,306,407
102,20392,306,407
102,20398,303,401
102,20405,302,408
102,20408,302,408
102,20412,306,407
102,20413,306,407
102,20414,308,404
102,20416,301,405
102,20418,307,403
102,20419,306,407
102,20420,303,401
102,20422,302,408
102,20424,306,407
102,20427,302,408
102,20433,305,412
102,20434,306,407
102,20436,304,409
102,20444,306,407
102,20445,303,401
102,20447,304,409
102,20449,306,407
102,20452,301,405
102,20453,302,408
102,20457,305,412
102,20459,305,412
102,20461,303,406
102,20462,302,408
102,20463,304,409
102,20464,307,403
102,20468,305,412
102,20472,308,404
102,20473,306,407
102,20476,307,403
102,20478,302,408
102,20480,307,403
102,20481,306,407
102,20483,305,412
102,20485,301,405
102,20492,307,403
102,20494,304,409
102,20500,306,407
102,20501,306,407
102,20502,305,412
102,20503,308,404
102,20504,307,403
102,20513,308,404
102,20514,302,408
102,20515,305,412
102,20518,305,412
102,20521,306,407
102,20522,305,412
102,20525,301,405
102,20528,303,410
102,20531,307,403
102,20532,306,407
102,20539,305,412
102,20540,303,401
102,20542,302,408
102,20544,307,403
102,20545,305,412
102,20546,302,408
102,20549,307,403
102,20552,308,404
102,20554,305,412
102,20555,308,404
102,20561,303,401
102,20563,303,401
102,20566,306,407
102,20567,303,406
102,20569,303,401
102,20570,302,408
102,20573,306,407
102,20576,302,408
102,20577,307,403
102,20578,303,401
102,20580,302,408
102,20582,302,408
102,20583,306,407
102,20584,306,407
102,20587,306,407
102,20590,306,407
102,20591,302,408
102,20596,302,408
102,20597,302,408
102,20600,307,403
102,20604,307,403
102,20605,302,408
102,20608,302,408
102,20614,304,409
102,20616,306,407
102,20617,307,403
102,20618,307,403
102,20620,302,408
102,20623,308,404
102,20625,302,408
102,20627,307,403
102,20628,303,401
102,20631,307,403
102,20632,306,407
102,20636,306,407
102,20642,306,407
102,20648,305,412
102,20652,306,407
102,20654,307,403
102,20655,306,407
102,20656,305,412
102,20657,303,410
102,20658,305,412
102,20660,308,404
102,20661,302,408
102,20662,305,412
102,20663,306,407
102,20664,307,403
102,20666,307,403
102,20668,304,409
102,20673,306,407
102,20674,308,404
102,20675,307,403
102,20678,303,401
102,20687,307,403
102,20692,308,404
102,20693,308,404
102,20694,305,412
102,20696,305,412
102,20697,304,409
102,20699,306,407
102,20700,306,407
102,20701,302,408
102,20704,307,403
102,20709,302,408
102,20712,306,407
102,20717,303,401
102,20720,303,401
102,20721,306,407
102,20722,306,407
102,20727,302,408
102,20729,306,407
102,20731,302,408
102,20734,306,407
102,20736,308,404
102,20737,308,404
102,20738,305,412
102,20739,305,412
102,20743,305,412
102,20749,307,403
102,20750,306,407
102,20753,308,404
102,20759,302,408
102,20760,302,408
102,20761,302,408
102,20763,308,404
102,20764,305,412
102,20765,302,408
102,20766,306,407
102,20768,308,404
102,20774,306,407
102,20775,306,407
102,20777,308,404
102,20780,306,407
102,20784,302,408
102,20786,303,401
102,20790,302,408
102,20794,306,407
102,20795,307,403
102,20796,304,409
102,20797,305,412
102,20803,304,409
102,20805,306,407
102,20808,306,407
102,20810,306,407
102,20814,301,405
102,20816,306,407
102,20820,306,407
102,20822,306,407
102,20823,303,401
102,20824,304,409
102,20827,303,401
102,20829,304,409
102,20830,307,403
102,20832,306,407
102,20833,307,403
102,20834,302,408
102,20839,306,407
102,20840,303,401
102,20841,307,403
102,20842,308,404
102,20845,306,407
102,20846,302,408
102,20849,305,412
102,20853,301,405
102,20854,302,408
102,20856,306,407
102,20859,306,407
102,20862,307,403
102,20863,304,409
102,20868,308,404
102,20869,306,407
102,20879,305,412
102,20885,306,407
102,20886,303,410
102,20892,306,407
102,20895,306,407
102,20896,307,403
102,20900,306,407
102,20901,303,410
102,20905,304,409
102,20906,302,408
102,20908,306,407
102,20911,301,405
102,20914,302,408
102,20915,304,409
102,20916,306,407
102,20918,306,407
102,20920,306,407
102,20922,305,412
102,20923,306,407
102,20926,308,404
102,20932,303,401
102,20937,308,404
102,20939,308,404
102,20940,303,410
102,20941,302,408
102,20944,301,405
102,20947,306,407
102,20949,307,403
102,20951,302,408
102,20953,302,408
102,20956,307,403
102,20960,306,407
102,20968,307,403
102,20970,306,407
102,20972,305,412
102,20973,306,407
102,20974,305,412
102,20976,306,407
102,20977,302,408
102,20980,303,401
102,20981,304,409
102,20984,306,407
102,20990,305,412
102,20992,303,411
102,20993,306,407
102,20994,302,408
102,20996,306,407
102,20997,305,412
102,21000,301,405
102,21001,305,412
102,21002,306,407
102,21003,306,407
102,21007,302,408
102,21015,303,401
102,21016,308,404
102,21023,306,407
102,21026,306,407
102,21027,302,408
102,21028,306,407
102,21034,306,407
102,21036,303,406
102,21037,308,404
102,21038,308,404
102,21039,306,407
102,21043,306,407
102,21049,304,409
102,21052,303,401
102,21053,306,407
102,21054,308,404
102,21061,308,404
102,21064,308,404
102,21067,302,408
102,21068,305,412
102,21076,302,408
102,21080,306,407
102,21081,307,403
102,21082,306,407
102,21088,301,405
102,21091,308,404
102,21100,302,408
102,21101,308,404
102,21103,306,407
102,21108,306,407
102,21109,302,408
102,21110,307,403
102,21111,303,410
102,21114,308,404
102,21115,307,403
102,21119,305,412
102,21121,305,412
102,21124,307,403
102,21125,304,409
102,21126,307,403
102,21129,302,408
102,21131,304,409
102,21139,306,407
102,21152,302,408
102,21154,306,407
102,21155,305,412
102,21158,306,407
102,21159,304,409
102,21160,306,407
102,21162,306,407
102,21164,302,408
102,21166,305,412
102,21167,306,407
102,21173,308,404
102,21184,303,401
102,21185,307,403
102,21188,303,410
102,21192,303,411
102,21195,302,408
102,21198,306,407
102,21201,306,407
102,21203,306,407
102,21206,306,407
102,21212,306,407
102,21215,303,401
102,21221,306,407
102,21225,306,407
102,21230,305,412
102,21240,302,408
102,21245,302,408
102,21249,307,403
102,21253,306,407
102,21255,306,407
102,21257,305,412
102,21260,301,405
102,21268,307,403
102,21270,308,404
102,21271,306,407
102,21272,302,408
102,21274,305,412
102,21280,306,407
102,21282,302,408
102,21284,306,407
102,21286,304,409
102,21290,305,412
102,21292,303,410
102,21294,308,404
102,21295,302,408
102,21296,304,409
102,21297,306,407
102,21303,302,408
102,21305,304,409
102,21306,306,407
102,21308,308,404
102,21314,308,404
102,21318,303,401
102,21319,302,408
102,21320,306,407
102,21328,303,410
102,21329,308,404
102,21330,303,401
102,21331,306,407
102,21338,304,409
102,21340,304,409
102,21342,302,408
102,21344,308,404
102,21346,306,407
102,21348,302,408
102,21350,305,412
102,21354,308,404
102,21357,303,406
102,21359,306,407
102,21361,303,401
102,21363,305,412
102,21366,302,408
102,21369,306,407
102,21371,305,412
102,21373,306,407
102,21376,308,404
102,21377,301,405
102,21381,306,407
102,21386,306,407
102,21390,306,407
102,21394,306,407
102,21398,308,404
102,21399,302,408
102,21405,305,412
102,21407,308,404
102,21408,306,407
102,21409,303,410
102,21412,302,408
102,21414,306,407
102,21415,305,412
102,21416,308,404
102,21418,303,410
102,21420,307,403
102,21424,306,407
102,21425,307,403
102,21426,304,409
102,21430,306,407
102,21431,302,408
102,21432,308,404
102,21433,304,409
102,21435,308,404
102,21442,302,408
102,21444,307,403
102,21446,308,404
102,21450,302,408
102,21451,308,404
102,21455,306,407
102,21456,306,407
102,21460,303,406
102,21464,303,410
102,21467,306,407
102,21468,305,412
102,21469,302,408
102,21477,303,411
102,21480,303,401
102,21481,307,403
102,21484,305,412
102,21487,304,409
102,21488,307,403
102,21490,306,407
102,21491,305,412
102,21492,306,407
102,21495,306,407
102,21501,306,407
102,21502,302,408
102,21507,306,407
102,21508,308,404
102,21509,305,412
102,21511,306,407
102,21518,305,412
102,21521,306,407
102,21524,307,403
102,21527,306,407
102,21529,304,409
102,21533,306,407
102,21543,307,403
102,21546,306,407
102,21548,306,407
102,21549,307,403
102,21550,301,405
102,21552,303,406
102,21555,303,410
102,21557,307,403
102,21558,302,408
102,21561,306,407
102,21562,306,407
102,21568,302,408
102,21569,308,404
102,21570,304,409
102,21577,302,408
102,21581,305,412
102,21585,302,408
102,21586,302,408
102,21589,306,407
102,21592,307,403
102,21595,307,403
102,21596,302,408
102,21597,302,408
102,21601,306,407
102,21602,306,407
102,21606,302,408
102,21607,306,407
102,21608,302,408
102,21610,306,407
102,21614,306,407
102,21617,303,401
102,21619,306,402
102,21624,306,407
102,21630,308,404
102,21636,307,403
102,21637,305,412
102,21639,308,404
102,21642,303,401
102,21646,305,412
102,21648,306,407
102,21652,302,408
102,21657,306,407
102,21667,307,403
102,21671,302,408
102,21681,302,408
102,21682,308,404
102,21684,304,409
102,21687,306,407
102,21698,308,404
102,21703,305,412
102,21709,302,408
102,21710,308,404
102,21711,306,407
102,21712,306,407
102,21713,305,412
102,21715,302,408
102,21723,302,408
102,21726,307,403
102,21731,301,405
102,21732,304,409
102,21737,307,403
102,21740,307,403
102,21743,307,403
102,21745,303,401
102,21749,303,401
102,21755,307,403
102,21757,303,406
102,21760,302,408
102,21763,308,404
102,21765,304,409
102,21766,302,408
102,21772,307,403
102,21777,302,408
102,21779,307,403
102,21781,307,403
102,21785,305,412
102,21789,306,407
102,21792,305,412
102,21795,306,407
102,21801,301,405
102,21807,303,410
102,21809,307,403
102,21810,306,407
102,21811,306,407
102,21814,306,407
102,21819,306,402
102,21822,307,403
102,21823,302,408
102,21826,305,412
102,21839,307,403
102,21845,302,408
102,21846,306,407
102,21853,306,407
102,21862,308,404
102,21867,301,405
102,21875,302,408
102,21881,306,407
102,21883,306,407
102,21884,306,407
102,21890,306,407
102,21895,308,404
102,21898,306,407
102,21900,307,403
102,21902,308,404
102,21903,305,412
102,21909,303,401
102,21911,306,407
102,21913,306,407
102,21914,306,407
102,21915,303,410
102,21916,305,412
102,21917,305,412
102,21920,305,412
102,21922,306,407
102,21923,307,403
102,21928,308,404
102,21942,306,407
102,21943,305,412
102,21947,307,403
102,21951,307,403
102,21953,307,403
102,21954,302,408
102,21955,303,410
102,21961,308,404
102,21964,303,410
102,21965,306,407
102,21967,302,408
102,21969,303,410
102,21974,306,407
102,21975,306,407
102,21977,307,403
102,21978,307,403
102,21980,303,401
102,21984,306,407
102,21986,301,405
102,21992,307,403
102,21995,306,407
102,22002,305,412
102,22007,302,408
102,22008,308,404
102,22015,304,409
102,22021,307,403
102,22025,306,407
102,22027,306,402
102,22030,307,403
102,22035,305,412
102,22038,306,407
102,22040,304,409
102,22043,303,401
102,22045,302,408
102,22046,305,412
102,22047,306,407
102,22048,306,407
102,22050,308,404
102,22051,306,402
102,22052,302,408
102,22054,302,408
102,22055,303,401
102,22056,302,408
102,22059,305,412
102,22061,306,407
102,22063,306,407
102,22064,305,412
102,22066,307,403
102,22067,305,412
102,22071,303,410
102,22075,307,403
102,22082,305,412
102,22084,302,408
103,20002,303,406
103,20003,301,405
103,20004,303,401
103,20006,307,403
103,20010,306,407
103,20011,303,401
103,20014,307,403
103,20016,303,401
103,20017,305,412
103,20018,306,407
103,20024,306,402
103,20025,302,408
103,20033,307,403
103,20041,302,408
103,20045,306,407
103,20046,303,401
103,20056,302,408
103,20071,306,407
103,20075,308,404
103,20076,303,401
103,20080,302,408
103,20082,305,412
103,20085,301,405
103,20086,303,401
103,20088,308,404
103,20089,307,403
103,20091,308,404
103,20092,306,407
103,20093,306,407
103,20099,302,408
103,20107,306,407
103,20109,302,408
103,20111,306,407
103,20113,308,404
103,20114,306,407
103,20116,306,407
103,20118,305,412
103,20119,305,412
103,20120,302,408
103,20121,306,407
103,20123,306,407
103,20124,307,403
103,20129,305,412
103,20131,306,407
103,20135,303,401
103,20139,306,407
103,20142,306,407
103,20143,306,407
103,20145,306,407
103,20146,306,402
103,20147,307,403
103,20150,304,409
103,20152,305,412
103,20155,303,401
103,20156,305,412
103,20160,303,410
103,20161,302,408
103,20162,302,408
103,20164,306,407
103,20171,302,408
103,20172,306,407
103,20173,303,401
103,20174,303,401
103,20175,304,409
103,20176,307,403
