date_block_num,sales_region_code,item_code,item_cnt_month,first_cate_code,second_cate_code
0,101,20435,0.0,303,401
0,101,20437,0.0,307,403
0,101,20441,40.0,306,407
0,101,20445,25.0,303,401
0,101,20448,0.0,308,404
0,101,20457,7120.0,305,412
0,101,20458,101.0,306,407
0,101,20459,186.0,305,412
0,101,20481,4072.0,306,407
0,101,20483,321.0,305,412
0,101,20487,39.0,303,401
0,101,20493,0.0,306,407
0,101,20498,3258.0,306,407
0,101,20502,311.0,305,412
0,101,20508,0.0,307,403
0,101,20511,0.0,308,404
0,101,20512,0.0,308,404
0,101,20514,0.0,302,408
0,101,20518,306.0,305,412
0,101,20520,1226.0,306,407
0,101,20521,54.0,306,407
0,101,20529,0.0,304,409
0,101,20535,0.0,308,404
0,101,20541,88.0,302,408
0,101,20544,0.0,307,403
0,101,20547,338.0,305,412
0,101,20550,677.0,303,401
0,101,20556,0.0,306,407
0,101,20560,0.0,306,407
0,101,20571,446.0,306,407
0,101,20573,1315.0,306,407
0,101,20576,0.0,302,408
0,101,20579,199.0,306,407
0,101,20584,2516.0,306,407
0,101,20586,335.0,306,407
0,101,20589,13.0,303,401
0,101,20591,602.0,302,408
0,101,20594,35.0,303,401
0,101,20595,0.0,308,404
0,101,20598,21.0,303,401
0,101,20606,0.0,308,404
0,101,20607,1374.0,306,407
0,101,20608,0.0,302,408
0,101,20620,0.0,302,408
0,101,20622,0.0,306,407
0,101,20634,0.0,307,403
0,101,20637,14.0,306,407
0,101,20639,0.0,306,407
0,101,20642,102.0,306,407
0,101,20644,0.0,306,407
0,101,20645,247.0,303,401
0,101,20646,0.0,308,404
0,101,20650,0.0,306,407
0,101,20656,1308.0,305,412
0,101,20657,69.0,303,410
0,101,20659,0.0,306,407
0,101,20662,520.0,305,412
0,101,20663,2250.0,306,407
0,101,20669,0.0,304,409
0,101,20670,42.0,303,401
0,101,20671,0.0,306,407
0,101,20672,0.0,302,408
0,101,20680,0.0,306,407
0,101,20681,0.0,304,409
0,101,20686,0.0,306,407
0,101,20694,76.0,305,412
0,101,20695,11.0,305,412
0,101,20702,413.0,305,412
0,101,20710,0.0,307,403
0,101,20712,162.0,306,407
0,101,20713,443.0,305,412
0,101,20717,831.0,303,401
0,101,20726,0.0,302,408
0,101,20732,240.0,302,408
0,101,20740,0.0,304,409
0,101,20756,991.0,302,408
0,101,20758,0.0,301,405
0,101,20760,0.0,302,408
0,101,20763,0.0,308,404
0,101,20765,0.0,302,408
0,101,20774,1835.0,306,407
0,101,20778,0.0,307,403
0,101,20780,910.0,306,407
0,101,20783,0.0,307,403
0,101,20785,0.0,306,402
0,101,20797,189.0,305,412
0,101,20800,0.0,307,403
0,101,20807,0.0,306,407
0,101,20810,407.0,306,407
0,101,20815,138.0,306,407
0,101,20817,1461.0,306,407
0,101,20826,876.0,302,408
0,101,20830,0.0,307,403
0,101,20844,1095.0,303,401
0,101,20845,1177.0,306,407
0,101,20850,757.0,306,407
0,101,20855,143.0,306,407
0,101,20857,0.0,302,408
0,101,20859,3604.0,306,407
0,101,20862,0.0,307,403
0,101,20864,590.0,302,408
0,101,20867,0.0,308,404
0,101,20874,0.0,304,409
0,101,20877,0.0,308,404
0,101,20883,0.0,306,407
0,101,20889,0.0,302,408
0,101,20895,207.0,306,407
0,101,20898,0.0,307,403
0,101,20900,109.0,306,407
0,101,20908,1059.0,306,407
0,101,20910,1535.0,305,412
0,101,20911,0.0,301,405
0,101,20912,547.0,305,412
0,101,20916,401.0,306,407
0,101,20923,453.0,306,407
0,101,20928,0.0,308,404
0,101,20944,0.0,301,405
0,101,20946,0.0,302,408
0,101,20949,0.0,307,403
0,101,20950,0.0,304,409
0,101,20964,516.0,306,407
0,101,20970,1085.0,306,407
0,101,20973,7084.0,306,407
0,101,20975,0.0,307,403
0,101,20977,0.0,302,408
0,101,20986,0.0,304,409
0,101,20988,348.0,303,401
0,101,20989,286.0,302,408
0,101,20996,7176.0,306,407
0,101,21001,211.0,305,412
0,101,21003,1331.0,306,407
0,101,21006,0.0,307,403
0,101,21017,1011.0,305,412
0,101,21019,0.0,302,408
0,101,21020,337.0,306,407
0,101,21024,0.0,302,408
0,101,21026,0.0,306,407
0,101,21028,1089.0,306,407
0,101,21030,0.0,306,407
0,101,21042,0.0,306,407
0,101,21049,0.0,304,409
0,101,21052,2168.0,303,401
0,101,21053,0.0,306,407
0,101,21057,1266.0,303,401
0,101,21061,0.0,308,404
0,101,21072,0.0,306,407
0,101,21078,0.0,304,409
0,101,21079,17.0,306,407
0,101,21081,0.0,307,403
0,101,21088,0.0,301,405
0,101,21089,861.0,306,407
0,101,21099,354.0,306,407
0,101,21104,37.0,305,412
0,101,21108,247.0,306,407
0,101,21112,0.0,302,408
0,101,21113,278.0,306,407
0,101,21121,1688.0,305,412
0,101,21122,0.0,306,407
0,101,21141,0.0,306,407
0,101,21146,165.0,303,401
0,101,21162,1348.0,306,407
0,101,21177,0.0,302,408
0,101,21179,0.0,308,404
0,101,21181,0.0,308,404
0,101,21183,0.0,307,403
0,101,21187,244.0,303,401
0,101,21226,0.0,308,404
0,101,21231,0.0,303,401
0,101,21233,101.0,303,401
0,101,21234,688.0,302,408
0,101,21239,272.0,306,407
0,101,21244,22.0,306,407
0,101,21246,0.0,307,403
0,101,21254,0.0,306,402
0,101,21258,0.0,302,408
0,101,21267,0.0,307,403
0,101,21271,26200.0,306,407
0,101,21273,25.0,302,408
0,101,21274,0.0,305,412
0,101,21277,0.0,308,404
0,101,21279,0.0,302,408
0,101,21283,99.0,306,407
0,101,21293,137.0,306,407
0,101,21295,0.0,302,408
0,101,21296,0.0,304,409
0,101,21297,3064.0,306,407
0,101,21301,21.0,306,407
0,101,21302,62.0,302,408
0,101,21306,2484.0,306,407
0,101,21315,0.0,307,403
0,101,21326,0.0,307,403
0,101,21327,22.0,302,408
0,101,21343,0.0,307,403
0,101,21345,0.0,307,403
0,101,21347,3196.0,303,401
0,101,21350,1215.0,305,412
0,101,21353,0.0,306,407
0,101,21362,0.0,302,408
0,101,21370,53.0,306,407
0,101,21371,338.0,305,412
0,101,21372,0.0,306,407
0,101,21373,108.0,306,407
0,101,21375,0.0,305,412
0,101,21378,0.0,303,401
0,101,21379,1208.0,305,412
0,101,21381,2272.0,306,407
0,101,21382,208.0,302,408
0,101,21384,0.0,308,404
0,101,21387,28.0,302,408
0,101,21395,0.0,302,408
0,101,21401,20.0,306,407
0,101,21402,143.0,306,407
0,101,21409,72.0,303,410
0,101,21412,0.0,302,408
0,101,21413,2336.0,303,401
0,101,21419,0.0,308,404
0,101,21422,0.0,308,404
0,101,21442,0.0,302,408
0,101,21446,0.0,308,404
0,101,21449,0.0,303,401
0,101,21455,207.0,306,407
0,101,21461,986.0,305,412
0,101,21469,0.0,302,408
0,101,21470,0.0,307,403
0,101,21473,0.0,307,403
0,101,21475,604.0,306,407
0,101,21483,1086.0,302,408
0,101,21484,2352.0,305,412
0,101,21499,150.0,303,401
0,101,21511,1635.0,306,407
0,101,21517,478.0,306,407
0,101,21518,171.0,305,412
0,101,21519,285.0,303,401
0,101,21520,0.0,301,405
0,101,21524,0.0,307,403
0,101,21533,304.0,306,407
0,101,21539,692.0,302,408
0,101,21541,0.0,301,405
0,101,21542,154.0,306,407
0,101,21549,0.0,307,403
0,101,21550,0.0,301,405
0,101,21554,0.0,302,408
0,101,21555,123.0,303,410
0,101,21562,0.0,306,407
0,101,21565,0.0,307,403
0,101,21566,0.0,307,403
0,101,21578,50.0,305,412
0,101,21579,271.0,306,407
0,101,21583,156.0,305,412
0,101,21587,1256.0,305,412
0,101,21588,1555.0,303,401
0,101,21594,0.0,304,409
0,101,21598,1306.0,305,412
0,101,21600,536.0,306,407
0,101,21601,3440.0,306,407
0,101,21604,12.0,306,407
0,101,21610,1877.0,306,407
0,101,21613,903.0,302,408
0,101,21616,43.0,306,407
0,101,21619,10136.0,306,402
0,101,21627,0.0,306,407
0,101,21632,0.0,307,403
0,101,21636,0.0,307,403
0,101,21643,0.0,307,403
0,101,21644,426.0,303,401
0,101,21645,0.0,306,402
0,101,21654,0.0,308,404
0,101,21656,0.0,306,407
0,101,21657,3216.0,306,407
0,101,21658,261.0,302,408
0,101,21659,1189.0,306,407
0,101,21664,0.0,307,403
0,101,21673,96.0,305,412
0,101,21689,0.0,307,403
0,101,21690,110.0,303,401
0,101,21692,810.0,306,407
0,101,21693,0.0,304,409
0,101,21695,0.0,306,407
0,101,21703,496.0,305,412
0,101,21714,0.0,302,408
0,101,21716,0.0,307,403
0,101,21717,0.0,307,403
0,101,21731,0.0,301,405
0,101,21739,1705.0,306,407
0,101,21742,333.0,303,401
0,101,21744,1847.0,302,408
0,101,21745,2011.0,303,401
0,101,21746,0.0,302,408
0,101,21764,1029.0,302,408
0,101,21766,0.0,302,408
0,101,21774,230.0,303,401
0,101,21778,4200.0,302,408
0,101,21784,128.0,306,407
0,101,21787,0.0,302,408
0,101,21789,95.0,306,407
0,101,21790,9.0,302,408
0,101,21799,0.0,306,407
0,101,21801,0.0,301,405
0,101,21804,0.0,307,403
0,101,21805,51.0,305,412
0,101,21819,1385.0,306,402
0,101,21825,0.0,302,408
0,101,21827,0.0,306,407
0,101,21830,431.0,305,412
0,101,21831,0.0,308,404
0,101,21836,0.0,301,405
0,101,21838,57.0,306,407
0,101,21846,187.0,306,407
0,101,21847,20.0,306,407
0,101,21857,0.0,302,408
0,101,21858,152.0,306,407
0,101,21861,0.0,306,407
0,101,21864,0.0,302,408
0,101,21869,112.0,306,407
0,101,21881,0.0,306,407
0,101,21886,0.0,307,403
0,101,21888,252.0,306,407
0,101,21906,0.0,302,408
0,101,21907,1348.0,306,407
0,101,21912,0.0,302,408
0,101,21913,208.0,306,407
0,101,21918,0.0,307,403
0,101,21920,536.0,305,412
0,101,21921,0.0,308,404
0,101,21929,0.0,308,404
0,101,21934,0.0,306,407
0,101,21937,2528.0,306,407
0,101,21941,106.0,306,407
0,101,21949,5.0,306,407
0,101,21952,810.0,306,407
0,101,21957,0.0,306,407
0,101,21959,158.0,305,412
0,101,21965,879.0,306,407
0,101,21971,1804.0,303,401
0,101,21972,92.0,306,407
0,101,21976,57.0,306,407
0,101,21982,1700.0,305,412
0,101,21985,248.0,305,412
0,101,21986,0.0,301,405
0,101,21987,225.0,305,412
0,101,21989,0.0,302,408
0,101,21993,14.0,302,408
0,101,21999,0.0,304,409
0,101,22001,359.0,303,401
0,101,22003,0.0,307,403
0,101,22014,0.0,305,412
0,101,22017,0.0,301,405
0,101,22021,0.0,307,403
0,101,22031,65.0,305,412
0,101,22035,462.0,305,412
0,101,22036,83.0,302,408
0,101,22040,0.0,304,409
0,101,22041,2108.0,306,407
0,101,22046,688.0,305,412
0,101,22047,2900.0,306,407
0,101,22050,0.0,308,404
0,101,22055,75.0,303,401
0,101,22062,17.0,305,412
0,101,22068,320.0,302,408
0,101,22069,0.0,307,403
0,101,22070,0.0,302,408
0,101,22073,0.0,301,405
0,101,22074,0.0,306,407
0,101,22080,4280.0,306,407
0,101,22082,42.0,305,412
0,102,20003,0.0,301,405
0,102,20006,0.0,307,403
0,102,20007,1111.0,305,412
0,102,20008,773.0,303,401
0,102,20009,371.0,306,407
0,102,20013,20.0,303,401
0,102,20019,50.0,302,408
0,102,20020,248.0,305,412
0,102,20026,249.0,302,408
0,102,20028,0.0,301,405
0,102,20031,342.0,306,407
0,102,20038,0.0,307,403
0,102,20043,57.0,302,408
0,102,20050,0.0,308,404
0,102,20064,0.0,307,403
0,102,20065,0.0,308,404
0,102,20070,281.0,302,408
0,102,20072,46.0,303,401
0,102,20082,179.0,305,412
0,102,20085,0.0,301,405
0,102,20092,3040.0,306,407
0,102,20096,249.0,306,407
0,102,20110,0.0,307,403
0,102,20116,253.0,306,407
0,102,20122,103.0,302,408
0,102,20139,58.0,306,407
0,102,20140,90.0,305,412
0,102,20174,188.0,303,401
0,102,20179,0.0,307,403
0,102,20180,0.0,307,403
0,102,20189,1388.0,305,412
0,102,20194,343.0,305,412
0,102,20197,0.0,302,408
0,102,20200,0.0,305,412
0,102,20201,87.0,302,408
0,102,20202,32.0,303,401
0,102,20205,237.0,306,407
0,102,20208,106.0,302,408
0,102,20219,0.0,301,405
0,102,20226,2896.0,303,401
0,102,20230,3968.0,306,407
0,102,20233,0.0,307,403
0,102,20247,0.0,306,407
0,102,20260,3510.0,306,407
0,102,20265,0.0,306,407
0,102,20266,0.0,308,404
0,102,20271,520.0,306,407
0,102,20277,16.0,302,408
0,102,20279,3414.0,306,407
0,102,20283,7784.0,306,407
0,102,20285,2440.0,305,412
0,102,20302,529.0,305,412
0,102,20316,0.0,301,405
0,102,20322,3116.0,306,407
0,102,20323,3680.0,305,412
0,102,20326,173.0,306,407
0,102,20327,22.0,302,408
0,102,20333,0.0,302,408
0,102,20338,444.0,302,408
0,102,20340,0.0,308,404
0,102,20342,921.0,305,412
0,102,20348,0.0,306,407
0,102,20351,0.0,305,412
0,102,20354,823.0,303,401
0,102,20362,0.0,307,403
0,102,20363,0.0,302,408
0,102,20365,0.0,302,408
0,102,20367,0.0,304,409
0,102,20368,553.0,306,407
0,102,20372,132.0,303,401
0,102,20374,0.0,305,412
0,102,20378,260.0,306,407
0,102,20379,406.0,302,408
0,102,20392,0.0,306,407
0,102,20402,66.0,303,401
0,102,20408,0.0,302,408
0,102,20410,0.0,307,403
0,102,20411,0.0,304,409
0,102,20413,0.0,306,407
0,102,20414,0.0,308,404
0,102,20415,0.0,305,412
0,102,20416,0.0,301,405
0,102,20423,0.0,303,401
0,102,20431,0.0,306,407
0,102,20433,0.0,305,412
0,102,20435,54.0,303,401
0,102,20437,0.0,307,403
0,102,20441,57.0,306,407
0,102,20445,0.0,303,401
0,102,20448,0.0,308,404
0,102,20457,4384.0,305,412
0,102,20458,0.0,306,407
0,102,20459,118.0,305,412
0,102,20481,1065.0,306,407
0,102,20483,1575.0,305,412
0,102,20487,0.0,303,401
0,102,20493,0.0,306,407
0,102,20498,5210.0,306,407
0,102,20502,397.0,305,412
0,102,20508,0.0,307,403
0,102,20511,0.0,308,404
0,102,20512,0.0,308,404
0,102,20514,782.0,302,408
0,102,20518,512.0,305,412
0,102,20520,0.0,306,407
0,102,20521,108.0,306,407
0,102,20529,0.0,304,409
0,102,20535,0.0,308,404
0,102,20541,75.0,302,408
0,102,20544,0.0,307,403
0,102,20547,0.0,305,412
0,102,20550,416.0,303,401
0,102,20556,0.0,306,407
0,102,20560,54.0,306,407
0,102,20571,1029.0,306,407
0,102,20573,2002.0,306,407
0,102,20576,1199.0,302,408
0,102,20579,212.0,306,407
0,102,20584,2708.0,306,407
0,102,20586,1711.0,306,407
0,102,20589,0.0,303,401
0,102,20591,3374.0,302,408
0,102,20594,81.0,303,401
0,102,20595,0.0,308,404
0,102,20598,82.0,303,401
0,102,20606,0.0,308,404
0,102,20607,3580.0,306,407
0,102,20608,929.0,302,408
0,102,20620,338.0,302,408
0,102,20622,7.0,306,407
0,102,20634,0.0,307,403
0,102,20637,0.0,306,407
0,102,20639,0.0,306,407
0,102,20642,156.0,306,407
0,102,20644,0.0,306,407
0,102,20645,126.0,303,401
0,102,20646,0.0,308,404
0,102,20650,398.0,306,407
0,102,20656,151.0,305,412
0,102,20657,52.0,303,410
0,102,20659,0.0,306,407
0,102,20662,1075.0,305,412
0,102,20663,547.0,306,407
0,102,20669,0.0,304,409
0,102,20670,17.0,303,401
0,102,20671,39.0,306,407
0,102,20672,28.0,302,408
0,102,20680,18.0,306,407
0,102,20681,0.0,304,409
0,102,20686,0.0,306,407
0,102,20694,256.0,305,412
0,102,20695,186.0,305,412
0,102,20702,187.0,305,412
0,102,20710,0.0,307,403
0,102,20712,186.0,306,407
0,102,20713,24.0,305,412
0,102,20717,257.0,303,401
0,102,20726,100.0,302,408
0,102,20732,159.0,302,408
0,102,20740,0.0,304,409
0,102,20756,0.0,302,408
0,102,20758,0.0,301,405
0,102,20760,125.0,302,408
0,102,20763,0.0,308,404
0,102,20765,450.0,302,408
0,102,20774,1373.0,306,407
0,102,20778,0.0,307,403
0,102,20780,843.0,306,407
0,102,20783,0.0,307,403
0,102,20785,36.0,306,402
0,102,20797,135.0,305,412
0,102,20800,0.0,307,403
0,102,20807,507.0,306,407
0,102,20810,3740.0,306,407
0,102,20815,138.0,306,407
0,102,20817,2820.0,306,407
0,102,20826,23.0,302,408
0,102,20830,0.0,307,403
0,102,20844,586.0,303,401
0,102,20845,1401.0,306,407
0,102,20850,943.0,306,407
0,102,20855,52.0,306,407
0,102,20857,54.0,302,408
0,102,20859,4228.0,306,407
0,102,20862,0.0,307,403
0,102,20864,66.0,302,408
0,102,20867,0.0,308,404
0,102,20874,0.0,304,409
0,102,20877,0.0,308,404
0,102,20883,0.0,306,407
0,102,20889,565.0,302,408
0,102,20895,2524.0,306,407
0,102,20898,0.0,307,403
0,102,20900,0.0,306,407
0,102,20908,409.0,306,407
0,102,20910,0.0,305,412
0,102,20911,0.0,301,405
0,102,20912,162.0,305,412
0,102,20916,3140.0,306,407
0,102,20923,267.0,306,407
0,102,20928,0.0,308,404
0,102,20944,0.0,301,405
0,102,20946,109.0,302,408
0,102,20949,0.0,307,403
0,102,20950,0.0,304,409
0,102,20964,113.0,306,407
0,102,20970,0.0,306,407
0,102,20973,16090.0,306,407
0,102,20975,0.0,307,403
0,102,20977,2076.0,302,408
0,102,20986,0.0,304,409
0,102,20988,348.0,303,401
0,102,20989,33.0,302,408
0,102,20996,11150.0,306,407
0,102,21001,0.0,305,412
0,102,21003,7180.0,306,407
0,102,21006,0.0,307,403
0,102,21017,128.0,305,412
0,102,21019,169.0,302,408
0,102,21020,688.0,306,407
0,102,21024,0.0,302,408
0,102,21026,101.0,306,407
0,102,21028,641.0,306,407
0,102,21030,157.0,306,407
0,102,21042,0.0,306,407
0,102,21049,0.0,304,409
0,102,21052,1145.0,303,401
0,102,21053,382.0,306,407
0,102,21057,761.0,303,401
0,102,21061,0.0,308,404
0,102,21072,21.0,306,407
0,102,21078,0.0,304,409
0,102,21079,0.0,306,407
0,102,21081,0.0,307,403
0,102,21088,0.0,301,405
0,102,21089,0.0,306,407
0,102,21099,343.0,306,407
0,102,21104,0.0,305,412
0,102,21108,0.0,306,407
0,102,21112,43.0,302,408
0,102,21113,463.0,306,407
0,102,21121,298.0,305,412
0,102,21122,0.0,306,407
0,102,21141,0.0,306,407
0,102,21146,0.0,303,401
0,102,21162,553.0,306,407
0,102,21177,100.0,302,408
0,102,21179,0.0,308,404
0,102,21181,0.0,308,404
0,102,21183,0.0,307,403
0,102,21187,0.0,303,401
0,102,21226,0.0,308,404
0,102,21231,0.0,303,401
0,102,21233,0.0,303,401
0,102,21234,0.0,302,408
0,102,21239,0.0,306,407
0,102,21244,0.0,306,407
0,102,21246,0.0,307,403
0,102,21254,0.0,306,402
0,102,21258,878.0,302,408
0,102,21267,0.0,307,403
0,102,21271,16060.0,306,407
0,102,21273,50.0,302,408
0,102,21274,33.0,305,412
0,102,21277,0.0,308,404
0,102,21279,593.0,302,408
0,102,21283,507.0,306,407
0,102,21293,0.0,306,407
0,102,21295,2854.0,302,408
0,102,21296,0.0,304,409
0,102,21297,1134.0,306,407
0,102,21301,288.0,306,407
0,102,21302,55.0,302,408
0,102,21306,3002.0,306,407
0,102,21315,0.0,307,403
0,102,21326,0.0,307,403
0,102,21327,62.0,302,408
0,102,21343,0.0,307,403
0,102,21345,0.0,307,403
0,102,21347,3416.0,303,401
0,102,21350,3856.0,305,412
0,102,21353,0.0,306,407
0,102,21362,536.0,302,408
0,102,21370,862.0,306,407
0,102,21371,185.0,305,412
0,102,21372,152.0,306,407
0,102,21373,0.0,306,407
0,102,21375,314.0,305,412
0,102,21378,0.0,303,401
0,102,21379,627.0,305,412
0,102,21381,811.0,306,407
0,102,21382,33.0,302,408
0,102,21384,0.0,308,404
0,102,21387,56.0,302,408
0,102,21395,13.0,302,408
0,102,21401,0.0,306,407
0,102,21402,130.0,306,407
0,102,21409,48.0,303,410
0,102,21412,2220.0,302,408
0,102,21413,1135.0,303,401
0,102,21419,0.0,308,404
0,102,21422,0.0,308,404
0,102,21442,600.0,302,408
0,102,21446,0.0,308,404
0,102,21449,0.0,303,401
0,102,21455,2722.0,306,407
0,102,21461,52.0,305,412
0,102,21469,1179.0,302,408
0,102,21470,0.0,307,403
0,102,21473,0.0,307,403
0,102,21475,328.0,306,407
0,102,21483,0.0,302,408
0,102,21484,162.0,305,412
0,102,21499,17.0,303,401
0,102,21511,835.0,306,407
0,102,21517,1401.0,306,407
0,102,21518,233.0,305,412
0,102,21519,705.0,303,401
0,102,21520,0.0,301,405
0,102,21524,0.0,307,403
0,102,21533,814.0,306,407
0,102,21539,0.0,302,408
0,102,21541,0.0,301,405
0,102,21542,1396.0,306,407
0,102,21549,0.0,307,403
0,102,21550,0.0,301,405
0,102,21554,628.0,302,408
0,102,21555,54.0,303,410
0,102,21562,0.0,306,407
0,102,21565,0.0,307,403
0,102,21566,0.0,307,403
0,102,21578,114.0,305,412
0,102,21579,264.0,306,407
0,102,21583,0.0,305,412
0,102,21587,0.0,305,412
0,102,21588,924.0,303,401
0,102,21594,0.0,304,409
0,102,21598,0.0,305,412
0,102,21600,477.0,306,407
0,102,21601,4532.0,306,407
0,102,21604,48.0,306,407
0,102,21610,3068.0,306,407
0,102,21613,0.0,302,408
0,102,21616,264.0,306,407
0,102,21619,2082.0,306,402
0,102,21627,2600.0,306,407
0,102,21632,0.0,307,403
0,102,21636,0.0,307,403
0,102,21643,0.0,307,403
0,102,21644,942.0,303,401
0,102,21645,16.0,306,402
0,102,21654,0.0,308,404
0,102,21656,0.0,306,407
0,102,21657,5276.0,306,407
0,102,21658,0.0,302,408
0,102,21659,253.0,306,407
0,102,21664,0.0,307,403
0,102,21673,0.0,305,412
0,102,21689,0.0,307,403
0,102,21690,1057.0,303,401
0,102,21692,711.0,306,407
0,102,21693,0.0,304,409
0,102,21695,186.0,306,407
0,102,21703,798.0,305,412
0,102,21714,0.0,302,408
0,102,21716,0.0,307,403
0,102,21717,0.0,307,403
0,102,21731,0.0,301,405
0,102,21739,1219.0,306,407
0,102,21742,133.0,303,401
0,102,21744,734.0,302,408
0,102,21745,1644.0,303,401
0,102,21746,0.0,302,408
0,102,21764,404.0,302,408
0,102,21766,506.0,302,408
0,102,21774,82.0,303,401
0,102,21778,163.0,302,408
0,102,21784,0.0,306,407
0,102,21787,204.0,302,408
0,102,21789,48.0,306,407
0,102,21790,40.0,302,408
0,102,21799,0.0,306,407
0,102,21801,0.0,301,405
0,102,21804,0.0,307,403
0,102,21805,0.0,305,412
0,102,21819,789.0,306,402
0,102,21825,718.0,302,408
0,102,21827,0.0,306,407
0,102,21830,252.0,305,412
0,102,21831,0.0,308,404
0,102,21836,0.0,301,405
0,102,21838,0.0,306,407
0,102,21846,970.0,306,407
0,102,21847,0.0,306,407
0,102,21857,34.0,302,408
0,102,21858,196.0,306,407
0,102,21861,0.0,306,407
0,102,21864,20.0,302,408
0,102,21869,1452.0,306,407
0,102,21881,145.0,306,407
0,102,21886,0.0,307,403
0,102,21888,90.0,306,407
0,102,21906,359.0,302,408
0,102,21907,160.0,306,407
0,102,21912,495.0,302,408
0,102,21913,52.0,306,407
0,102,21918,0.0,307,403
0,102,21920,523.0,305,412
0,102,21921,0.0,308,404
0,102,21929,0.0,308,404
0,102,21934,1479.0,306,407
0,102,21937,20.0,306,407
0,102,21941,12.0,306,407
0,102,21949,9.0,306,407
0,102,21952,1554.0,306,407
0,102,21957,134.0,306,407
0,102,21959,0.0,305,412
0,102,21965,1904.0,306,407
0,102,21971,0.0,303,401
0,102,21972,510.0,306,407
0,102,21976,578.0,306,407
0,102,21982,41.0,305,412
0,102,21985,13.0,305,412
0,102,21986,0.0,301,405
0,102,21987,191.0,305,412
0,102,21989,256.0,302,408
0,102,21993,50.0,302,408
0,102,21999,0.0,304,409
0,102,22001,229.0,303,401
0,102,22003,0.0,307,403
0,102,22014,21.0,305,412
0,102,22017,0.0,301,405
0,102,22021,0.0,307,403
0,102,22031,129.0,305,412
0,102,22035,252.0,305,412
0,102,22036,0.0,302,408
0,102,22040,0.0,304,409
0,102,22041,2150.0,306,407
0,102,22046,1208.0,305,412
0,102,22047,1593.0,306,407
0,102,22050,0.0,308,404
0,102,22055,26.0,303,401
0,102,22062,6.0,305,412
0,102,22068,0.0,302,408
0,102,22069,0.0,307,403
0,102,22070,0.0,302,408
0,102,22073,0.0,301,405
0,102,22074,0.0,306,407
0,102,22080,201.0,306,407
0,102,22082,76.0,305,412
0,103,20003,0.0,301,405
0,103,20006,0.0,307,403
0,103,20007,796.0,305,412
0,103,20008,499.0,303,401
0,103,20009,0.0,306,407
0,103,20013,76.0,303,401
0,103,20019,0.0,302,408
0,103,20020,263.0,305,412
0,103,20026,40.0,302,408
0,103,20028,0.0,301,405
0,103,20031,21.0,306,407
0,103,20038,0.0,307,403
0,103,20043,386.0,302,408
0,103,20050,0.0,308,404
0,103,20064,0.0,307,403
0,103,20065,0.0,308,404
0,103,20070,183.0,302,408
0,103,20072,29.0,303,401
0,103,20082,89.0,305,412
