sales_region_code,item_code,first_cate_code,secnod_cate_code,ds,yhat
101,20003,301,405,2016-12,17.942213353563783
101,20003,301,405,2017-01,15.31938002049348
101,20003,301,405,2017-02,6.308749357444488
101,20003,301,405,2017-03,238.77406597904812
101,20003,301,405,2017-04,72.9041688806167
101,20003,301,405,2017-05,456.347213743643
101,20003,301,405,2017-06,200.76516932422663
101,20003,301,405,2017-07,66.40916824967381
101,20003,301,405,2017-08,162.406497454127
101,20003,301,405,2017-09,244.12574057690568
101,20003,301,405,2017-10,693.5569158080226
101,20003,301,405,2017-11,364.1259636626127
101,20003,301,405,2017-12,424.3160325522911
101,20003,301,405,2018-01,460.92360340613357
101,20003,301,405,2018-02,227.6235083316725
101,20003,301,405,2018-03,1731.13583844734
101,20003,301,405,2018-04,352.9383099917723
101,20003,301,405,2018-05,1549.2419875407147
101,20003,301,405,2018-06,581.9677608912604
101,20003,301,405,2018-07,118.65309977737554
101,20003,301,405,2018-08,239.01195725027702
101,20003,301,405,2018-09,263.1276615355631
101,20003,301,405,2018-10,531.669537151999
101,20003,301,405,2018-11,236.09357445605045
101,20003,301,405,2018-12,196.81645305861426
101,20003,301,405,2019-01,133.39754445696184
101,20003,301,405,2019-02,55.546589535173496
101,20003,301,405,2019-03,166.16716427979472
101,20006,307,403,2015-09,0.0
101,20006,307,403,2015-10,0.0
101,20006,307,403,2015-11,0.0
101,20006,307,403,2015-12,0.0
101,20006,307,403,2016-01,0.0
101,20006,307,403,2016-02,0.0
101,20006,307,403,2016-03,0.0
101,20006,307,403,2016-04,0.0
101,20006,307,403,2016-05,2.547415037656261
101,20006,307,403,2016-06,0.3786103162279672
101,20006,307,403,2016-07,7.059627822856799
101,20006,307,403,2016-08,6.252361877251139
101,20006,307,403,2016-09,5.016717273867926
101,20006,307,403,2016-10,11.80750160331016
101,20006,307,403,2016-11,10.252214756332606
101,20006,307,403,2016-12,7.122808372477383
101,20006,307,403,2017-01,21.795996544946
101,20006,307,403,2017-02,1.6873503007749022
101,20006,307,403,2017-03,44.77890894515574
101,20006,307,403,2017-04,15.844191822876756
101,20006,307,403,2017-05,103.24977114611582
101,20006,307,403,2017-06,14.49058812644048
101,20006,307,403,2017-07,161.14988640433594
101,20006,307,403,2017-08,133.031818424201
101,20006,307,403,2017-09,104.13604051072963
101,20006,307,403,2017-10,216.03250503799472
101,20006,307,403,2017-11,190.0068979068886
101,20006,307,403,2017-12,127.45494201344394
101,20006,307,403,2018-01,532.343711175949
101,20006,307,403,2018-02,75.28199852622743
101,20006,307,403,2018-03,534.6433159191427
101,20006,307,403,2018-04,181.86777702062653
101,20006,307,403,2018-05,455.4688004393934
101,20006,307,403,2018-06,61.86018221909728
101,20006,307,403,2018-07,281.82981073856394
101,20006,307,403,2018-08,173.2024399504598
101,20006,307,403,2018-09,88.2694885146567
101,20006,307,403,2018-10,117.81452785252175
101,20006,307,403,2018-11,84.34214904593622
101,20006,307,403,2018-12,36.8973873898917
101,20006,307,403,2019-01,47.19921128046461
101,20006,307,403,2019-02,4.18901446009134
101,20006,307,403,2019-03,0.0
101,20014,307,403,2015-09,0.0
101,20014,307,403,2015-10,0.0
101,20014,307,403,2015-11,0.0
101,20014,307,403,2015-12,0.0
101,20014,307,403,2016-01,0.0
101,20014,307,403,2016-02,0.0
101,20014,307,403,2016-03,0.0
101,20014,307,403,2016-04,0.0
101,20014,307,403,2016-05,0.0
101,20014,307,403,2016-06,0.0
101,20014,307,403,2016-07,0.0
101,20014,307,403,2016-08,0.0
101,20014,307,403,2016-09,9.000153961722297
101,20014,307,403,2016-10,21.344951917653752
101,20014,307,403,2016-11,37.95010446988482
101,20014,307,403,2016-12,511.03992412911606
101,20014,307,403,2017-01,946.7769206903729
101,20014,307,403,2017-02,402.0200810895985
101,20014,307,403,2017-03,1621.0970611803432
101,20014,307,403,2017-04,2561.171571820737
101,20014,307,403,2017-05,4074.6480830365776
101,20014,307,403,2017-06,7721.058965080916
101,20014,307,403,2017-07,6281.751502812986
101,20014,307,403,2017-08,15140.866734926569
101,20014,307,403,2017-09,5969.167217893923
101,20014,307,403,2017-10,5507.289705257778
101,20014,307,403,2017-11,4261.805392436182
101,20014,307,403,2017-12,7915.612560275233
101,20014,307,403,2018-01,7522.481152228399
101,20014,307,403,2018-02,1765.4724015154807
101,20014,307,403,2018-03,2075.645149227923
101,20014,307,403,2018-04,1333.7882722060738
101,20014,307,403,2018-05,1452.1249242898407
101,20014,307,403,2018-06,1393.8495814045675
101,20014,307,403,2018-07,698.910466761071
101,20014,307,403,2018-08,724.5547253316572
101,20014,307,403,2018-09,0.0
101,20014,307,403,2018-10,0.0
101,20014,307,403,2018-11,0.0
101,20014,307,403,2018-12,0.0
101,20014,307,403,2019-01,0.0
101,20014,307,403,2019-02,0.0
101,20014,307,403,2019-03,0.0
101,20016,303,401,2015-09,0.0
101,20016,303,401,2015-10,0.0
101,20016,303,401,2015-11,0.0
101,20016,303,401,2015-12,0.0
101,20016,303,401,2016-01,0.0
101,20016,303,401,2016-02,0.0
101,20016,303,401,2016-03,0.0
101,20016,303,401,2016-04,172.31416690620853
101,20016,303,401,2016-05,201.3258207840649
101,20016,303,401,2016-06,548.7959836025241
101,20016,303,401,2016-07,447.70312539540805
101,20016,303,401,2016-08,510.572942315171
101,20016,303,401,2016-09,585.1945481582403
101,20016,303,401,2016-10,336.83098235202266
101,20016,303,401,2016-11,590.3034816531709
101,20016,303,401,2016-12,949.9259887812174
101,20016,303,401,2017-01,1548.5220912646107
101,20016,303,401,2017-02,3071.6050228895815
101,20016,303,401,2017-03,5402.36746985425
101,20016,303,401,2017-04,3935.357377749964
101,20016,303,401,2017-05,2108.269440209329
101,20016,303,401,2017-06,3053.148482639361
101,20016,303,401,2017-07,1656.8935019082458
101,20016,303,401,2017-08,1179.6165052824072
101,20016,303,401,2017-09,828.3902208701734
101,20016,303,401,2017-10,363.76629224725167
101,20016,303,401,2017-11,509.4319881935662
101,20016,303,401,2017-12,550.142156879034
101,20016,303,401,2018-01,791.4642753856624
101,20016,303,401,2018-02,596.7645848155518
101,20016,303,401,2018-03,1401.1610342676602
101,20016,303,401,2018-04,928.4591200997853
101,20016,303,401,2018-05,506.45387966222313
101,20016,303,401,2018-06,714.2159571109206
101,20016,303,401,2018-07,399.2441222351703
101,20016,303,401,2018-08,305.61598982784085
101,20016,303,401,2018-09,208.77217336313024
101,20016,303,401,2018-10,98.484071251023
101,20016,303,401,2018-11,151.9718227963865
101,20016,303,401,2018-12,159.10869665739781
101,20016,303,401,2019-01,271.692934991513
101,20016,303,401,2019-02,376.84534900272
101,20016,303,401,2019-03,507.84778449864353
101,20018,306,407,2015-09,0.0
101,20018,306,407,2015-10,0.0
101,20018,306,407,2015-11,0.0
101,20018,306,407,2015-12,0.0
101,20018,306,407,2016-01,0.0
101,20018,306,407,2016-02,0.0
101,20018,306,407,2016-03,0.0
101,20018,306,407,2016-04,0.0
101,20018,306,407,2016-05,0.0
101,20018,306,407,2016-06,0.0
101,20018,306,407,2016-07,0.0
101,20018,306,407,2016-08,0.0
101,20018,306,407,2016-09,0.0
101,20018,306,407,2016-10,0.0
101,20018,306,407,2016-11,0.0
101,20018,306,407,2016-12,0.0
101,20018,306,407,2017-01,0.0
101,20018,306,407,2017-02,0.0
101,20018,306,407,2017-03,1.3032968414130912
101,20018,306,407,2017-04,11.80271339444383
101,20018,306,407,2017-05,7.825085844455305
101,20018,306,407,2017-06,44.78658062700353
101,20018,306,407,2017-07,155.15908622405468
101,20018,306,407,2017-08,311.4989343636777
101,20018,306,407,2017-09,486.9686076369943
101,20018,306,407,2017-10,718.2998057751703
101,20018,306,407,2017-11,1189.4600883054563
101,20018,306,407,2017-12,1045.1448501651787
101,20018,306,407,2018-01,6214.443935818196
101,20018,306,407,2018-02,1174.9346529660456
101,20018,306,407,2018-03,13448.517576041271
101,20018,306,407,2018-04,8388.642508572799
101,20018,306,407,2018-05,618.9820028210589
101,20018,306,407,2018-06,885.3580718307826
101,20018,306,407,2018-07,1445.4016273473173
101,20018,306,407,2018-08,1699.3596241614302
101,20018,306,407,2018-09,1458.516419484799
101,20018,306,407,2018-10,1221.8892156867648
101,20018,306,407,2018-11,1487.9963269241698
101,20018,306,407,2018-12,820.6446338059912
101,20018,306,407,2019-01,4495.470140700754
101,20018,306,407,2019-02,1293.8418142648402
101,20018,306,407,2019-03,4933.9279111633305
101,20020,305,412,2015-09,287.02647251059085
101,20020,305,412,2015-10,161.5994671666284
101,20020,305,412,2015-11,714.3626706846687
101,20020,305,412,2015-12,1156.0368115307626
101,20020,305,412,2016-01,912.0731908794216
101,20020,305,412,2016-02,115.10115736975935
101,20020,305,412,2016-03,151.7059182499958
101,20020,305,412,2016-04,111.14382344052946
101,20020,305,412,2016-05,227.39645535051667
101,20020,305,412,2016-06,165.1494102679974
101,20020,305,412,2016-07,100.07532652018588
101,20020,305,412,2016-08,117.7041105710794
101,20020,305,412,2016-09,72.85850410711137
101,20020,305,412,2016-10,41.69097426051132
101,20020,305,412,2016-11,193.41653809460942
101,20020,305,412,2016-12,295.85150855248213
101,20020,305,412,2017-01,219.74118782345914
101,20020,305,412,2017-02,38.950829655095944
101,20020,305,412,2017-03,46.341124715112585
101,20020,305,412,2017-04,32.58190817638
101,20020,305,412,2017-05,75.63753305577573
101,20020,305,412,2017-06,59.077663404083225
101,20020,305,412,2017-07,32.336450573217526
101,20020,305,412,2017-08,37.76291418572004
101,20020,305,412,2017-09,19.545226336004788
101,20020,305,412,2017-10,9.727850696354945
101,20020,305,412,2017-11,34.33266775609394
101,20020,305,412,2017-12,51.97763043656068
101,20020,305,412,2018-01,41.22684406074747
101,20020,305,412,2018-02,4.1137828320813385
101,20020,305,412,2018-03,6.958935481338073
101,20020,305,412,2018-04,4.472951600912251
101,20020,305,412,2018-05,9.932019492327441
101,20020,305,412,2018-06,6.907585531082883
101,20020,305,412,2018-07,3.195885420004474
101,20020,305,412,2018-08,2.8820680852534766
101,20020,305,412,2018-09,0.47728409370020186
101,20020,305,412,2018-10,0.0
101,20020,305,412,2018-11,0.0
101,20020,305,412,2018-12,0.0
101,20020,305,412,2019-01,0.0
101,20020,305,412,2019-02,0.0
101,20020,305,412,2019-03,0.0
101,20024,306,402,2015-09,0.0
101,20024,306,402,2015-10,0.0
101,20024,306,402,2015-11,0.0
101,20024,306,402,2015-12,0.0
101,20024,306,402,2016-01,0.0
101,20024,306,402,2016-02,0.0
101,20024,306,402,2016-03,0.0
101,20024,306,402,2016-04,0.0
101,20024,306,402,2016-05,0.0
101,20024,306,402,2016-06,0.0
101,20024,306,402,2016-07,0.0
101,20024,306,402,2016-08,0.0
101,20024,306,402,2016-09,0.0
101,20024,306,402,2016-10,0.0
101,20024,306,402,2016-11,0.0
101,20024,306,402,2016-12,0.0
101,20024,306,402,2017-01,0.0
101,20024,306,402,2017-02,0.0
101,20024,306,402,2017-03,0.0
101,20024,306,402,2017-04,0.0
101,20024,306,402,2017-05,0.0
101,20024,306,402,2017-06,0.0
101,20024,306,402,2017-07,0.0
101,20024,306,402,2017-08,0.07525700151053763
101,20024,306,402,2017-09,0.169491484564608
101,20024,306,402,2017-10,3.706162929553334
101,20024,306,402,2017-11,1.622395755500312
101,20024,306,402,2017-12,6.125375986986546
101,20024,306,402,2018-01,14.728205396309061
101,20024,306,402,2018-02,20.022661522351473
101,20024,306,402,2018-03,63.451189965434416
101,20024,306,402,2018-04,87.64322933357649
101,20024,306,402,2018-05,203.40536740586242
101,20024,306,402,2018-06,74.39983057835309
101,20024,306,402,2018-07,51.515997044039416
101,20024,306,402,2018-08,61.42533948985075
101,20024,306,402,2018-09,92.3829149470004
101,20024,306,402,2018-10,904.0808088921152
101,20024,306,402,2018-11,246.3085895921389
101,20024,306,402,2018-12,495.2703682749225
101,20024,306,402,2019-01,514.2294432978218
101,20024,306,402,2019-02,493.0447657630208
101,20024,306,402,2019-03,503.51157963603185
101,20041,302,408,2015-09,0.0
101,20041,302,408,2015-10,0.0
101,20041,302,408,2015-11,0.0
101,20041,302,408,2015-12,0.0
101,20041,302,408,2016-01,0.0
101,20041,302,408,2016-02,0.0
101,20041,302,408,2016-03,0.0
101,20041,302,408,2016-04,0.0
101,20041,302,408,2016-05,0.0
101,20041,302,408,2016-06,0.0
101,20041,302,408,2016-07,0.0
101,20041,302,408,2016-08,0.0
101,20041,302,408,2016-09,0.0
101,20041,302,408,2016-10,0.0
101,20041,302,408,2016-11,0.0
101,20041,302,408,2016-12,0.0
101,20041,302,408,2017-01,0.0
101,20041,302,408,2017-02,0.08317803526359648
101,20041,302,408,2017-03,1.3844107623275075
101,20041,302,408,2017-04,3.222621993731477
101,20041,302,408,2017-05,8.891745099838671
101,20041,302,408,2017-06,7.969539635717977
101,20041,302,408,2017-07,4.444866642440772
101,20041,302,408,2017-08,12.454884028473082
101,20041,302,408,2017-09,45.87876189898444
101,20041,302,408,2017-10,194.36264029986603
101,20041,302,408,2017-11,203.32678615541926
101,20041,302,408,2017-12,400.2309387019175
101,20041,302,408,2018-01,342.8452219988559
101,20041,302,408,2018-02,439.91074076500115
101,20041,302,408,2018-03,1826.6376564026543
101,20041,302,408,2018-04,2005.0539811577767
101,20041,302,408,2018-05,3714.659986138927
101,20041,302,408,2018-06,2569.8620220619287
101,20041,302,408,2018-07,934.493961779948
101,20041,302,408,2018-08,1780.7652638067486
101,20041,302,408,2018-09,2523.5726365210517
101,20041,302,408,2018-10,5382.848468354219
101,20041,302,408,2018-11,2174.857702280348
101,20041,302,408,2018-12,2414.8301984092336
101,20041,302,408,2019-01,1921.23620600916
101,20041,302,408,2019-02,2341.1574125674733
101,20041,302,408,2019-03,6239.096691641763
101,20049,302,408,2015-09,0.0
101,20049,302,408,2015-10,0.0
101,20049,302,408,2015-11,0.0
101,20049,302,408,2015-12,0.0
101,20049,302,408,2016-01,0.0
101,20049,302,408,2016-02,0.0
101,20049,302,408,2016-03,0.0
101,20049,302,408,2016-04,0.0
101,20049,302,408,2016-05,0.0
101,20049,302,408,2016-06,0.0
101,20049,302,408,2016-07,0.026359845165949643
101,20049,302,408,2016-08,0.2842781857206075
101,20049,302,408,2016-09,0.6601628581523582
101,20049,302,408,2016-10,1.4055922267527803
101,20049,302,408,2016-11,1.502396745462953
101,20049,302,408,2016-12,29.95737689937782
101,20049,302,408,2017-01,37.68816675395445
101,20049,302,408,2017-02,7.298830325611039
101,20049,302,408,2017-03,3.005581980436876
101,20049,302,408,2017-04,119.35505705801855
101,20049,302,408,2017-05,278.0380374366646
101,20049,302,408,2017-06,446.91565739642925
101,20049,302,408,2017-07,122.93965606193098
101,20049,302,408,2017-08,240.3592882013063
101,20049,302,408,2017-09,218.56823472730778
101,20049,302,408,2017-10,313.274026675104
101,20049,302,408,2017-11,80.25817852485362
101,20049,302,408,2017-12,316.7404877507074
101,20049,302,408,2018-01,118.85034064570277
101,20049,302,408,2018-02,0.0
101,20049,302,408,2018-03,6.9805740775307195
101,20049,302,408,2018-04,29.70311656168499
101,20049,302,408,2018-05,59.06563186194861
101,20049,302,408,2018-06,60.85095988224295
101,20049,302,408,2018-07,11.583953582737127
101,20049,302,408,2018-08,18.008070405119014
101,20049,302,408,2018-09,11.2234146568742
101,20049,302,408,2018-10,10.829308723282272
101,20049,302,408,2018-11,1.891353032446989
101,20049,302,408,2018-12,0.0
101,20049,302,408,2019-01,0.0
101,20049,302,408,2019-02,0.0
101,20049,302,408,2019-03,0.0
101,20055,304,409,2015-09,0.14276330073457857
101,20055,304,409,2015-10,0.05636150730018414
101,20055,304,409,2015-11,0.0
101,20055,304,409,2015-12,0.002595581815029604
101,20055,304,409,2016-01,0.03440288076086126
101,20055,304,409,2016-02,0.013085689664027919
101,20055,304,409,2016-03,0.01628283834271889
101,20055,304,409,2016-04,0.007346856330222834
101,20055,304,409,2016-05,0.0
101,20055,304,409,2016-06,0.0
101,20055,304,409,2016-07,0.0
101,20055,304,409,2016-08,0.000776322514294015
101,20055,304,409,2016-09,0.0
101,20055,304,409,2016-10,0.0
101,20055,304,409,2016-11,0.006444881760114648
101,20055,304,409,2016-12,0.0
101,20055,304,409,2017-01,0.0
101,20055,304,409,2017-02,0.0
101,20055,304,409,2017-03,0.0
101,20055,304,409,2017-04,0.0
101,20055,304,409,2017-05,0.0
101,20055,304,409,2017-06,0.0
101,20055,304,409,2017-07,0.0
101,20055,304,409,2017-08,0.0
101,20055,304,409,2017-09,0.0
101,20055,304,409,2017-10,0.0
101,20055,304,409,2017-11,0.022052446776185862
101,20055,304,409,2017-12,0.0
101,20055,304,409,2018-01,0.0
101,20055,304,409,2018-02,0.0
101,20055,304,409,2018-03,0.0
101,20055,304,409,2018-04,0.0
101,20055,304,409,2018-05,1.5542257583227408
101,20055,304,409,2018-06,2.533162685211815
101,20055,304,409,2018-07,2.592140687725555
101,20055,304,409,2018-08,0.0
101,20055,304,409,2018-09,33.06428421347629
101,20055,304,409,2018-10,20.072362790459604
101,20055,304,409,2018-11,0.0
101,20055,304,409,2018-12,2.8473674987310176
101,20055,304,409,2019-01,27.33943299345225
101,20055,304,409,2019-02,30.086031787555985
101,20055,304,409,2019-03,32.357990415762515
101,20058,303,401,2015-09,0.0
101,20058,303,401,2015-10,0.0
101,20058,303,401,2015-11,0.0
101,20058,303,401,2015-12,0.0
101,20058,303,401,2016-01,0.0
101,20058,303,401,2016-02,0.030947610517473398
101,20058,303,401,2016-03,0.5619656443480098
101,20058,303,401,2016-04,1.113791844303095
101,20058,303,401,2016-05,1.7400503507984533
101,20058,303,401,2016-06,2.256663878373882
101,20058,303,401,2016-07,2.9383772821711602
101,20058,303,401,2016-08,3.5171245254440184
101,20058,303,401,2016-09,3.972406011702859
101,20058,303,401,2016-10,4.694140429282008
101,20058,303,401,2016-11,5.116932679223353
101,20058,303,401,2016-12,5.874273265001226
101,20058,303,401,2017-01,4.749332868400539
101,20058,303,401,2017-02,5.927101946147328
101,20058,303,401,2017-03,7.613833377592351
101,20058,303,401,2017-04,7.937122968970505
101,20058,303,401,2017-05,8.791592131282027
101,20058,303,401,2017-06,9.08757960730281
101,20058,303,401,2017-07,10.037585440908138
101,20058,303,401,2017-08,10.567660672538773
101,20058,303,401,2017-09,10.794056465115538
101,20058,303,401,2017-10,11.743903678205985
101,20058,303,401,2017-11,11.954749311973789
101,20058,303,401,2017-12,13.059214622083827
101,20058,303,401,2018-01,13.95135191197415
101,20058,303,401,2018-02,8.639043365754494
101,20058,303,401,2018-03,15.969478716533384
101,20058,303,401,2018-04,16.51196919784672
101,20058,303,401,2018-05,18.151001162275332
101,20058,303,401,2018-06,18.644542166802097
101,20058,303,401,2018-07,20.475615970960547
101,20058,303,401,2018-08,21.44835892943369
101,20058,303,401,2018-09,21.80709083543963
101,20058,303,401,2018-10,23.628423845772218
101,20058,303,401,2018-11,23.939435338042447
101,20058,303,401,2018-12,25.82569832749545
101,20058,303,401,2019-01,26.948139799816428
101,20058,303,401,2019-02,25.29423291765086
101,20058,303,401,2019-03,28.0938246891224
101,20076,303,401,2015-09,0.0
101,20076,303,401,2015-10,0.0
101,20076,303,401,2015-11,97.46548529588142
101,20076,303,401,2015-12,482.5608127966192
101,20076,303,401,2016-01,686.015338958518
101,20076,303,401,2016-02,663.3310255834182
101,20076,303,401,2016-03,626.2221049078432
101,20076,303,401,2016-04,510.0684619103898
101,20076,303,401,2016-05,1532.6563003475462
101,20076,303,401,2016-06,2765.0499514043936
101,20076,303,401,2016-07,1981.593535735543
101,20076,303,401,2016-08,1336.2352816770288
101,20076,303,401,2016-09,3354.8458419238596
101,20076,303,401,2016-10,2468.322372468099
101,20076,303,401,2016-11,2220.619729308573
101,20076,303,401,2016-12,2936.9259304197253
101,20076,303,401,2017-01,1616.7953948151805
101,20076,303,401,2017-02,2404.521069972839
101,20076,303,401,2017-03,963.0701898132847
101,20076,303,401,2017-04,598.7148484490715
101,20076,303,401,2017-05,1201.6002657023105
101,20076,303,401,2017-06,1672.5033620358552
101,20076,303,401,2017-07,897.0545061022168
101,20076,303,401,2017-08,437.8198242924164
101,20076,303,401,2017-09,842.9694482681823
101,20076,303,401,2017-10,539.3173941951518
101,20076,303,401,2017-11,430.93381681292135
101,20076,303,401,2017-12,543.6833705866399
101,20076,303,401,2018-01,445.71234467261246
101,20076,303,401,2018-02,303.0997986310064
101,20076,303,401,2018-03,166.04365434773797
101,20076,303,401,2018-04,101.91920880804102
101,20076,303,401,2018-05,189.23528939889195
101,20076,303,401,2018-06,243.65935288387652
101,20076,303,401,2018-07,123.77040342840003
101,20076,303,401,2018-08,42.86717452597357
101,20076,303,401,2018-09,45.64332252054489
101,20076,303,401,2018-10,0.0
101,20076,303,401,2018-11,0.0
101,20076,303,401,2018-12,0.0
101,20076,303,401,2019-01,0.0
101,20076,303,401,2019-02,0.0
101,20076,303,401,2019-03,0.0
101,20085,301,405,2015-09,0.0
101,20085,301,405,2015-10,0.0
101,20085,301,405,2015-11,0.0
101,20085,301,405,2015-12,0.691203209996371
101,20085,301,405,2016-01,0.0
101,20085,301,405,2016-02,0.3338266894427924
101,20085,301,405,2016-03,0.0
101,20085,301,405,2016-04,0.0
101,20085,301,405,2016-05,0.0
101,20085,301,405,2016-06,0.0
101,20085,301,405,2016-07,1.8262412768431815
101,20085,301,405,2016-08,0.5242144843557978
101,20085,301,405,2016-09,1.3658550573696455
101,20085,301,405,2016-10,4.497854692002266
101,20085,301,405,2016-11,14.719815673198998
101,20085,301,405,2016-12,0.1156517597087191
101,20085,301,405,2017-01,13.36278862123255
101,20085,301,405,2017-02,0.0
101,20085,301,405,2017-03,7.799210168858168
101,20085,301,405,2017-04,60.125256692094794
101,20085,301,405,2017-05,109.60636576999747
101,20085,301,405,2017-06,0.0
101,20085,301,405,2017-07,94.78621723315692
101,20085,301,405,2017-08,17.278865826299306
101,20085,301,405,2017-09,50.59797632084492
101,20085,301,405,2017-10,97.81131015879328
101,20085,301,405,2017-11,289.4398723811208
101,20085,301,405,2017-12,1.6355342664739947
101,20085,301,405,2018-01,191.35685247700184
101,20085,301,405,2018-02,0.0
101,20085,301,405,2018-03,77.53939497943071
101,20085,301,405,2018-04,440.7918770452151
101,20085,301,405,2018-05,618.0765740261893
101,20085,301,405,2018-06,0.0
101,20085,301,405,2018-07,221.8187250398311
101,20085,301,405,2018-08,27.922779447110543
101,20085,301,405,2018-09,36.3420635572569
101,20085,301,405,2018-10,22.591214429914974
101,20085,301,405,2018-11,8.781350687316678
101,20085,301,405,2018-12,0.0
101,20085,301,405,2019-01,0.0
101,20085,301,405,2019-02,47.15261954044323
101,20085,301,405,2019-03,0.0
101,20086,303,401,2015-09,27.79567597352778
101,20086,303,401,2015-10,23.904032151793864
101,20086,303,401,2015-11,18.11132955509039
101,20086,303,401,2015-12,11.567814002194707
101,20086,303,401,2016-01,26.05019835216332
101,20086,303,401,2016-02,0.0
101,20086,303,401,2016-03,57.76013153085339
101,20086,303,401,2016-04,96.52032497624927
101,20086,303,401,2016-05,168.3636384220467
101,20086,303,401,2016-06,46.0207311416243
101,20086,303,401,2016-07,33.47524583126108
101,20086,303,401,2016-08,42.55196971917404
101,20086,303,401,2016-09,158.75560023202112
101,20086,303,401,2016-10,126.83231284590977
101,20086,303,401,2016-11,62.896674189858025
101,20086,303,401,2016-12,37.55122871253731
101,20086,303,401,2017-01,48.05116049634257
101,20086,303,401,2017-02,10.01061272576865
101,20086,303,401,2017-03,138.29663473784282
101,20086,303,401,2017-04,229.3278558874553
101,20086,303,401,2017-05,414.87333254236114
101,20086,303,401,2017-06,136.21714083484895
101,20086,303,401,2017-07,106.8706298420501
101,20086,303,401,2017-08,168.50719655315643
101,20086,303,401,2017-09,669.7042599131007
101,20086,303,401,2017-10,577.0923925654829
101,20086,303,401,2017-11,305.92198112960205
101,20086,303,401,2017-12,211.42846833621311
101,20086,303,401,2018-01,363.338332525983
101,20086,303,401,2018-02,131.84337456713453
101,20086,303,401,2018-03,784.4673275957854
101,20086,303,401,2018-04,1265.1335776475669
101,20086,303,401,2018-05,1871.2620582441994
101,20086,303,401,2018-06,394.12521568179915
101,20086,303,401,2018-07,208.76951659939286
101,20086,303,401,2018-08,164.54671481795268
101,20086,303,401,2018-09,225.72944608296396
101,20086,303,401,2018-10,33.33443947735876
101,20086,303,401,2018-11,0.0
101,20086,303,401,2018-12,0.0
101,20086,303,401,2019-01,0.0
101,20086,303,401,2019-02,0.0
101,20086,303,401,2019-03,0.0
101,20089,307,403,2015-09,0.0
101,20089,307,403,2015-10,0.0
101,20089,307,403,2015-11,0.0
101,20089,307,403,2015-12,0.0
101,20089,307,403,2016-01,0.0
101,20089,307,403,2016-02,0.0
101,20089,307,403,2016-03,0.0
101,20089,307,403,2016-04,0.0
101,20089,307,403,2016-05,0.0
101,20089,307,403,2016-06,0.0
101,20089,307,403,2016-07,0.0
101,20089,307,403,2016-08,0.0
101,20089,307,403,2016-09,0.0
101,20089,307,403,2016-10,0.0
101,20089,307,403,2016-11,173.02412267658386
101,20089,307,403,2016-12,83.01350794898511
101,20089,307,403,2017-01,256.5778215872941
101,20089,307,403,2017-02,138.46137516272248
101,20089,307,403,2017-03,511.686156836119
101,20089,307,403,2017-04,840.0385771975352
101,20089,307,403,2017-05,729.9593829848299
101,20089,307,403,2017-06,309.1518334968864
