sales_region_code,item_code,first_cate_code,secnod_cate_code,ds,trend
101,20016,303,401,2015-12,-382.2311345428432
101,20016,303,401,2016-01,-246.71868886769101
101,20016,303,401,2016-02,-70.21121133599183
101,20016,303,401,2016-03,-14.505580363884363
101,20016,303,401,2016-04,105.2989997130851
101,20016,303,401,2016-05,236.34246881126109
101,20016,303,401,2016-06,374.409144068541
101,20016,303,401,2016-07,578.5495812811295
101,20016,303,401,2016-08,807.9538823060527
101,20016,303,401,2016-09,1003.7284685848716
101,20016,303,401,2016-10,1267.7821593936724
101,20016,303,401,2016-11,1450.6029301014676
101,20016,303,401,2016-12,1730.1305668379248
101,20016,303,401,2017-01,1435.479383159888
101,20016,303,401,2017-02,1842.0313419578667
101,20016,303,401,2017-03,2352.6038237291023
101,20016,303,401,2017-04,2327.5895947188287
101,20016,303,401,2017-05,2321.1826524286366
101,20016,303,401,2017-06,2090.067048931677
101,20016,303,401,2017-07,1978.0914059780994
101,20016,303,401,2017-08,1790.6299404633678
101,20016,303,401,2017-09,1554.365810190682
101,20016,303,401,2017-10,1421.7260492739197
101,20016,303,401,2017-11,1197.3620143351197
101,20016,303,401,2017-12,1052.9107087876464
101,20016,303,401,2018-01,874.0364639153831
101,20016,303,401,2018-02,426.62261529518753
101,20016,303,401,2018-03,622.7751170008663
101,20016,303,401,2018-04,551.4523718898841
101,20016,303,401,2018-05,539.3604994659063
101,20016,303,401,2018-06,492.47122702838334
101,20016,303,401,2018-07,478.4133697260857
101,20016,303,401,2018-08,447.44023821896377
101,20016,303,401,2018-09,403.516135499084
101,20016,303,401,2018-10,386.49310847914313
101,20016,303,401,2018-11,344.53504220248345
101,20016,303,401,2018-12,325.5459787393226
101,20016,303,401,2019-01,294.5728472322007
101,20016,303,401,2019-02,239.44373025251562
101,20016,303,401,2019-03,228.50666194687577
101,20018,306,407,2015-09,-11.451073249009632
101,20018,306,407,2015-10,-10.054220944757578
101,20018,306,407,2015-11,-10.157353685767625
101,20018,306,407,2015-12,-9.827567184252269
101,20018,306,407,2016-01,-8.84255374476889
101,20018,306,407,2016-02,-4.883500939798137
101,20018,306,407,2016-03,-7.83335094172567
101,20018,306,407,2016-04,-6.93379262262164
101,20018,306,407,2016-05,-6.496499197490164
101,20018,306,407,2016-06,-5.640087916278234
101,20018,306,407,2016-07,-5.159682209425157
101,20018,306,407,2016-08,-4.480256852473298
101,20018,306,407,2016-09,-3.6885951653759554
101,20018,306,407,2016-10,-3.1426537903350833
101,20018,306,407,2016-11,-2.393721923201837
101,20018,306,407,2016-12,-1.8041431243324955
101,20018,306,407,2017-01,-0.8988508133248517
101,20018,306,407,2017-02,-0.3802808480913516
101,20018,306,407,2017-03,0.24760822293102386
101,20018,306,407,2017-04,16.261832682324936
101,20018,306,407,2017-05,87.10578953759988
101,20018,306,407,2017-06,185.60479464756028
101,20018,306,407,2017-07,341.68136044234126
101,20018,306,407,2017-08,569.8069142783202
101,20018,306,407,2017-09,894.1979957075882
101,20018,306,407,2017-10,1428.4823578065486
101,20018,306,407,2017-11,1878.5459020672895
101,20018,306,407,2017-12,2454.4262385867
101,20018,306,407,2018-01,2976.102662421074
101,20018,306,407,2018-02,2005.45469480569
101,20018,306,407,2018-03,3941.383472742686
101,20018,306,407,2018-04,3797.3929754907304
101,20018,306,407,2018-05,3712.6843381658273
101,20018,306,407,2018-06,3388.447684354239
101,20018,306,407,2018-07,3290.107542832934
101,20018,306,407,2018-08,3075.3554009424465
101,20018,306,407,2018-09,2771.6777451058056
101,20018,306,407,2018-10,2652.7786056095533
101,20018,306,407,2018-11,2362.7324592997793
101,20018,306,407,2018-12,2230.2018102766588
101,20018,306,407,2019-01,2015.449668386172
101,20018,306,407,2019-02,1635.8221050547916
101,20018,306,407,2019-03,1558.2499298453017
101,20020,305,412,2015-09,575.2653695442201
101,20020,305,412,2015-10,492.3465743615923
101,20020,305,412,2015-11,484.23966865122827
101,20020,305,412,2015-12,453.3510415178589
101,20020,305,412,2016-01,391.7217391895069
101,20020,305,412,2016-02,205.33777228227717
101,20020,305,412,2016-03,313.0324582842574
101,20020,305,412,2016-04,257.43017761741095
101,20020,305,412,2016-05,219.87165690269165
101,20020,305,412,2016-06,177.20228331739696
101,20020,305,412,2016-07,163.01624863156874
101,20020,305,412,2016-08,152.9257077085711
101,20020,305,412,2016-09,139.3390520261254
101,20020,305,412,2016-10,135.06052667630976
101,20020,305,412,2016-11,122.07300377445142
101,20020,305,412,2016-12,117.22435800538686
101,20020,305,412,2017-01,81.11578331981535
101,20020,305,412,2017-02,83.23591263637407
101,20020,305,412,2017-03,90.91425324047458
101,20020,305,412,2017-04,79.36259689088695
101,20020,305,412,2017-05,73.11300316978706
101,20020,305,412,2017-06,62.204033262271146
101,20020,305,412,2017-07,55.775743323095824
101,20020,305,412,2017-08,47.26990086687536
101,20020,305,412,2017-09,37.82572258767983
101,20020,305,412,2017-10,31.277979971547616
101,20020,305,412,2017-11,23.08013304956856
101,20020,305,412,2017-12,20.365888286930925
101,20020,305,412,2018-01,17.972344735976513
101,20020,305,412,2018-02,9.21382305085373
101,20020,305,412,2018-03,13.746356259843871
101,20020,305,412,2018-04,11.278919974600754
101,20020,305,412,2018-05,9.571697815171436
101,20020,305,412,2018-06,7.246963117280226
101,20020,305,412,2018-07,5.405359293874358
101,20020,305,412,2018-08,3.2880397174774774
101,20020,305,412,2018-09,1.166003667898973
101,20020,305,412,2018-10,-0.8782988038196037
101,20020,305,412,2018-11,-2.8659368365820774
101,20020,305,412,2018-12,-5.044637325116688
101,20020,305,412,2019-01,-7.161956901513567
101,20020,305,412,2019-02,-8.288745640601038
101,20020,305,412,2019-03,-10.797623074905449
101,20024,306,402,2015-09,-1.4728243094077225
101,20024,306,402,2015-10,-1.3149869944899362
101,20024,306,402,2015-11,-1.3510021122083358
101,20024,306,402,2015-12,-1.3331063172201107
101,20024,306,402,2016-01,-1.2272144363078548
101,20024,306,402,2016-02,-0.6966072607559798
101,20024,306,402,2016-03,-1.1454065154112498
101,20024,306,402,2016-04,-1.047588377371428
101,20024,306,402,2016-05,-1.019602757846587
101,20024,306,402,2016-06,-0.9258292773477657
101,20024,306,402,2016-07,-0.893774415124277
101,20024,306,402,2016-08,-0.8298293170426115
101,20024,306,402,2016-09,-0.7421748542756689
101,20024,306,402,2016-10,-0.7039669961934638
101,20024,306,402,2016-11,-0.6203321748802567
101,20024,306,402,2016-12,-0.5780546414540984
101,20024,306,402,2017-01,-0.3875265564359529
101,20024,306,402,2017-02,-0.3783424810585267
101,20024,306,402,2017-03,-0.39032466739562993
101,20024,306,402,2017-04,-0.312420365586702
101,20024,306,402,2017-05,-0.2552770292723037
101,20024,306,402,2017-06,-0.18166125758282659
101,20024,306,402,2017-07,-0.12015693125385855
101,20024,306,402,2017-08,0.155950830146857
101,20024,306,402,2017-09,0.6443912258165931
101,20024,306,402,2017-10,1.309644690663755
101,20024,306,402,2017-11,2.1828665058743373
101,20024,306,402,2017-12,4.701831166027733
101,20024,306,402,2018-01,13.143509788702742
101,20024,306,402,2018-02,17.475578676957532
101,20024,306,402,2018-03,59.34808283927994
101,20024,306,402,2018-04,91.47532751339311
101,20024,306,402,2018-05,131.98907328506215
101,20024,306,402,2018-06,163.98739332248383
101,20024,306,402,2018-07,206.91820624807107
101,20024,306,402,2018-08,244.99694595058384
101,20024,306,402,2018-09,273.34985074073063
101,20024,306,402,2018-10,319.92607891359273
101,20024,306,402,2018-11,345.8619148984812
101,20024,306,402,2018-12,394.8552118766017
101,20024,306,402,2019-01,432.9339515791144
101,20024,306,402,2019-02,423.76660662325367
101,20024,306,402,2019-03,488.50859848749866
101,20041,302,408,2015-09,-17.056181340058767
101,20041,302,408,2015-10,-14.92921220510715
101,20041,302,408,2015-11,-15.034422881278221
101,20041,302,408,2015-12,-14.491014000908427
101,20041,302,408,2016-01,-12.979575354745556
101,20041,302,408,2016-02,-7.1282148550185935
101,20041,302,408,2016-03,-11.374534882006
101,20041,302,408,2016-04,-9.996798145398106
101,20041,302,408,2016-05,-9.285502497683773
101,20041,302,408,2016-06,-7.975127380872174
101,20041,302,408,2016-07,-7.196430446158564
101,20041,302,408,2016-08,-6.134802716786464
101,20041,302,408,2016-09,-4.926145583453724
101,20041,302,408,2016-10,-4.045908855573298
101,20041,302,408,2016-11,-2.904635972048115
101,20041,302,408,2016-12,-1.9569914942708433
101,20041,302,408,2017-01,-0.7659556573139364
101,20041,302,408,2017-02,0.1250566027442747
101,20041,302,408,2017-03,1.1252061726248421
101,20041,302,408,2017-04,2.251324592441859
101,20041,302,408,2017-05,4.188542507506002
101,20041,302,408,2017-06,7.022025538546299
101,20041,302,408,2017-07,11.355184963569128
101,20041,302,408,2017-08,19.743887056355568
101,20041,302,408,2017-09,44.0967548948528
101,20041,302,408,2017-10,122.22191959965495
101,20041,302,408,2017-11,298.46746814255505
101,20041,302,408,2017-12,556.432252377258
101,20041,302,408,2018-01,823.1325278013729
101,20041,302,408,2018-02,620.0145954860656
101,20041,302,408,2018-03,1331.625604819032
101,20041,302,408,2018-04,1543.0555075590814
101,20041,302,408,2018-05,1857.3557688887524
101,20041,302,408,2018-06,2051.8266161855463
101,20041,302,408,2018-07,2383.0859045613765
101,20041,302,408,2018-08,2650.2602358048416
101,20041,302,408,2018-09,2819.153519652729
101,20041,302,408,2018-10,3175.9903714774655
101,20041,302,408,2018-11,3327.924618690752
101,20041,302,408,2018-12,3701.7205071500903
101,20041,302,408,2019-01,3968.894838393554
101,20041,302,408,2019-02,3814.450278181797
101,20041,302,408,2019-03,4328.785797126208
101,20049,302,408,2015-09,-3.4865511210687226
101,20049,302,408,2015-10,-2.9179536468913096
101,20049,302,408,2015-11,-2.7999694714154844
101,20049,302,408,2015-12,-2.5385656082144723
101,20049,302,408,2016-01,-2.1021261315384443
101,20049,302,408,2016-02,-1.0372878539977137
101,20049,302,408,2016-03,-1.4801589173145095
101,20049,302,408,2016-04,-1.0891138328028611
101,20049,302,408,2016-05,-0.770676980123005
101,20049,302,408,2016-06,-0.40251226911043264
101,20049,302,408,2016-07,-0.06116689367324734
101,20049,302,408,2016-08,0.3011820812022597
101,20049,302,408,2016-09,0.6497519556969593
101,20049,302,408,2016-10,1.0490609383707117
101,20049,302,408,2016-11,4.9924067290775564
101,20049,302,408,2016-12,19.874183758022415
101,20049,302,408,2017-01,34.264560182611554
101,20049,302,408,2017-02,67.70226533416212
101,20049,302,408,2017-03,109.26539235188183
101,20049,302,408,2017-04,135.30185002448493
101,20049,302,408,2017-05,170.34731258577608
101,20049,302,408,2017-06,194.12206613400775
101,20049,302,408,2017-07,225.94898646003304
101,20049,302,408,2017-08,239.80876614545417
101,20049,302,408,2017-09,231.01359549939812
101,20049,302,408,2017-10,223.6947844262262
101,20049,302,408,2017-11,189.29515166879835
101,20049,302,408,2017-12,165.85576982593446
101,20049,302,408,2018-01,135.61885552653916
101,20049,302,408,2018-02,62.66832202390223
101,20049,302,408,2018-03,78.0711769966948
101,20049,302,408,2018-04,46.789474409238935
101,20049,302,408,2018-05,32.430100651184084
101,20049,302,408,2018-06,26.654161885434775
101,20049,302,408,2018-07,22.655167245381108
101,20049,302,408,2018-08,17.687578137514013
101,20049,302,408,2018-09,12.387204614141153
101,20049,302,408,2018-10,7.912644731711033
101,20049,302,408,2018-11,2.9275916407834264
101,20049,302,408,2018-12,-1.8622886740919518
101,20049,302,408,2019-01,-6.8298777819590395
101,20049,302,408,2019-02,-10.438670674129723
101,20049,302,408,2019-03,-15.681483060903899
101,20055,304,409,2015-09,0.04905665696782253
101,20055,304,409,2015-10,0.03980787875736186
101,20055,304,409,2015-11,0.03684648332432703
101,20055,304,409,2015-12,0.031766322370110546
101,20055,304,409,2016-01,0.024436312898136924
101,20055,304,409,2016-02,0.010678345761019035
101,20055,304,409,2016-03,0.012943545291253782
101,20055,304,409,2016-04,0.006420850285685445
101,20055,304,409,2016-05,0.0003262779862381659
101,20055,304,409,2016-06,-0.005789557406036147
101,20055,304,409,2016-07,-0.012291749432913461
101,20055,304,409,2016-08,-0.0187044330348413
101,20055,304,409,2016-09,-0.024206896705657593
101,20055,304,409,2016-10,-0.03132298744065895
101,20055,304,409,2016-11,-0.03641810617177749
101,20055,304,409,2016-12,-0.04394105794055099
101,20055,304,409,2017-01,-0.03674519026304116
101,20055,304,409,2017-02,-0.04752348444119578
101,20055,304,409,2017-03,-0.06255768644164685
101,20055,304,409,2017-04,-0.06664471963053807
101,20055,304,409,2017-05,-0.07517517385905478
101,20055,304,409,2017-06,-0.07885584409851776
101,20055,304,409,2017-07,-0.08779342157368861
101,20055,304,409,2017-08,-0.0942060686735748
101,20055,304,409,2017-09,-0.09727303157056665
101,20055,304,409,2017-10,-0.10682470373980313
101,20055,304,409,2017-11,-0.10948416889913418
101,20055,304,409,2017-12,-0.1194423695913099
101,20055,304,409,2018-01,-0.12585441272700215
101,20055,304,409,2018-02,-0.07648577427769199
101,20055,304,409,2018-03,-0.13355749848114518
101,20055,304,409,2018-04,-0.0491816328556631
101,20055,304,409,2018-05,1.351274252649998
101,20055,304,409,2018-06,3.6605405824152326
101,20055,304,409,2018-07,6.213842951008152
101,20055,304,409,2018-08,8.684984420665577
101,20055,304,409,2018-09,10.757679454688379
101,20055,304,409,2018-10,13.547553119023734
101,20055,304,409,2018-11,15.463391098260782
101,20055,304,409,2018-12,18.41012181738189
101,20055,304,409,2019-01,20.88126328703931
101,20055,304,409,2019-02,20.98449467959121
101,20055,304,409,2019-03,24.720528757747495
101,20058,303,401,2015-09,-2.869819356880684
101,20058,303,401,2015-10,-2.11980306759257
101,20058,303,401,2015-11,-1.7287250089309194
101,20058,303,401,2015-12,-1.1967733260078939
101,20058,303,401,2016-01,-0.5689027242605371
101,20058,303,401,2016-02,0.030927119328591
101,20058,303,401,2016-03,0.5623054295808951
101,20058,303,401,2016-04,1.1147415899070732
101,20058,303,401,2016-05,1.7414973137172753
101,20058,303,401,2016-06,2.2558997619914023
101,20058,303,401,2016-07,2.920698638755159
101,20058,303,401,2016-08,3.519977424157249
101,20058,303,401,2016-09,3.977048143822136
101,20058,303,401,2016-10,4.699263348059053
101,20058,303,401,2016-11,5.118315076621718
101,20058,303,401,2016-12,5.878602941004489
101,20058,303,401,2017-01,4.748840650751046
101,20058,303,401,2017-02,5.927683010063124
101,20058,303,401,2017-03,7.61863171147613
101,20058,303,401,2017-04,7.943529714418219
101,20058,303,401,2017-05,8.79801028850046
101,20058,303,401,2017-06,9.08487967745366
101,20058,303,401,2017-07,9.977405965381953
101,20058,303,401,2017-08,10.576770419690611
101,20058,303,401,2017-09,10.806261153189794
101,20058,303,401,2017-10,11.756515043454463
101,20058,303,401,2017-11,11.958501719981898
101,20058,303,401,2017-12,13.068679967270265
101,20058,303,401,2018-01,13.950973727758956
101,20058,303,401,2018-02,8.6426631967548
101,20058,303,401,2018-03,15.980030380156059
101,20058,303,401,2018-04,16.52250287518248
101,20058,303,401,2018-05,18.166863459415318
101,20058,303,401,2018-06,18.63917560546209
101,20058,303,401,2018-07,20.354099458539658
101,20058,303,401,2018-08,21.465645622029076
101,20058,303,401,2018-09,21.831545440249588
101,20058,303,401,2018-10,23.652881621153412
101,20058,303,401,2018-11,23.948225439402172
101,20058,303,401,2018-12,25.840117620277745
101,20058,303,401,2019-01,26.951663783767163
101,20058,303,401,2019-02,25.298835895267587
101,20058,303,401,2019-03,28.11218609347283
101,20076,303,401,2015-09,-379.59168985734044
101,20076,303,401,2015-10,-113.31093960070426
101,20076,303,401,2015-11,112.57751122158942
101,20076,303,401,2015-12,370.61754570885256
101,20076,303,401,2016-01,612.8151534404416
101,20076,303,401,2016-02,528.2492853461695
101,20076,303,401,2016-03,1129.3115015219664
101,20076,303,401,2016-04,1338.9668533594947
101,20076,303,401,2016-05,1637.8866644860668
101,20076,303,401,2016-06,1831.0945458367228
101,20076,303,401,2016-07,2135.6945074617474
101,20076,303,401,2016-08,2335.840612301305
101,20076,303,401,2016-09,2383.7487076892717
101,20076,303,401,2016-10,2502.3526596181937
101,20076,303,401,2016-11,2381.6559290933906
101,20076,303,401,2016-12,2343.3444124539087
101,20076,303,401,2017-01,1623.329694745312
101,20076,303,401,2017-02,1643.6399843854315
101,20076,303,401,2017-03,1767.5924403783615
101,20076,303,401,2017-04,1511.5909722900979
101,20076,303,401,2017-05,1356.3622540943372
101,20076,303,401,2017-06,1113.6276945241145
101,20076,303,401,2017-07,945.1675204198772
101,20076,303,401,2017-08,758.8161234973967
101,20076,303,401,2017-09,599.9413806223882
101,20076,303,401,2017-10,535.4887554970592
101,20076,303,401,2017-11,469.4287852281731
101,20076,303,401,2017-12,439.5460857577979
101,20076,303,401,2018-01,393.4506640730805
101,20076,303,401,2018-02,203.94480842899048
101,20076,303,401,2018-03,305.7216154472808
101,20076,303,401,2018-04,251.97111907799757
101,20076,303,401,2018-05,215.01872216731468
101,20076,303,401,2018-06,164.1941713177719
101,20076,303,401,2018-07,124.3158985560805
101,20076,303,401,2018-08,78.22102098315824
101,20076,303,401,2018-09,31.809299204072058
101,20076,303,401,2018-10,-12.481802628075943
101,20076,303,401,2018-11,-55.967626871315844
101,20076,303,401,2018-12,-103.1846262393101
101,20076,303,401,2019-01,-149.27950381223235
101,20076,303,401,2019-02,-174.45263078486116
101,20076,303,401,2019-03,-228.64354701961994
101,20085,301,405,2015-09,-5.684742685853766
101,20085,301,405,2015-10,-4.6475064418292105
101,20085,301,405,2015-11,-4.340316673762902
101,20085,301,405,2015-12,-3.790378308375543
101,20085,301,405,2016-01,-2.973847933835953
101,20085,301,405,2016-02,-1.345713193428466
101,20085,301,405,2016-03,-1.717890490459576
101,20085,301,405,2016-04,-0.9902592235395441
101,20085,301,405,2016-05,-0.32862158680390446
101,20085,301,405,2016-06,0.35424096869309946
101,20085,301,405,2016-07,1.060735108031347
101,20085,301,405,2016-08,1.7922273469457437
101,20085,301,405,2016-09,2.642144310951082
101,20085,301,405,2016-10,4.358923809610472
101,20085,301,405,2016-11,6.452612270991378
101,20085,301,405,2016-12,9.715162412493694
101,20085,301,405,2017-01,9.693033683327096
101,20085,301,405,2017-02,14.913672588568161
101,20085,301,405,2017-03,22.621242127991394
101,20085,301,405,2017-04,27.980428080165687
101,20085,301,405,2017-05,35.257370019847265
101,20085,301,405,2017-06,40.800726647544174
101,20085,301,405,2017-07,54.91820453797686
101,20085,301,405,2017-08,71.50371841015793
101,20085,301,405,2017-09,86.27373768510829
101,20085,301,405,2017-10,107.11137511407495
101,20085,301,405,2017-11,121.04658615655583
101,20085,301,405,2017-12,143.05161762667288
101,20085,301,405,2018-01,161.31635304412498
101,20085,301,405,2018-02,103.37960931482678
101,20085,301,405,2018-03,196.0782706763933
101,20085,301,405,2018-04,207.08866743060403
101,20085,301,405,2018-05,203.05231334462883
101,20085,301,405,2018-06,163.6002499001464
101,20085,301,405,2018-07,135.05486978234035
101,20085,301,405,2018-08,100.49879190642325
101,20085,301,405,2018-09,64.35490657285062
101,20085,301,405,2018-10,32.50134834413477
101,20085,301,405,2018-11,-1.4490710680737102
101,20085,301,405,2018-12,-35.496095218153734
101,20085,301,405,2019-01,-70.05217309407085
101,20085,301,405,2019-02,-92.97461661931429
101,20085,301,405,2019-03,-130.89951888628553
101,20086,303,401,2015-09,15.008468310769848
101,20086,303,401,2015-10,19.85130931298158
101,20086,303,401,2015-11,26.94310008219512
101,20086,303,401,2015-12,34.007414827444926
101,20086,303,401,2016-01,39.07333986559582
101,20086,303,401,2016-02,27.337411598548517
101,20086,303,401,2016-03,52.4049126117111
101,20086,303,401,2016-04,56.68171745999552
101,20086,303,401,2016-05,64.73726637452178
101,20086,303,401,2016-06,68.61618694684344
101,20086,303,401,2016-07,77.06950249657775
101,20086,303,401,2016-08,83.3366531988507
101,20086,303,401,2016-09,86.61551723649421
101,20086,303,401,2016-10,95.66875581807263
