date_block_num,sales_region_code,item_code,item_cnt_month,first_cate_code,second_cate_code,item_cnt_month_lag_1,item_cnt_month_lag_2,item_cnt_month_lag_3,date_avg_item_cnt_lag_1,date_item_avg_item_cnt_lag_1,date_item_avg_item_cnt_lag_2,date_item_avg_item_cnt_lag_3,date_region_avg_item_cnt_lag_1,date_region_avg_item_cnt_lag_2,date_region_avg_item_cnt_lag_3,date_region_item_avg_item_cnt_lag_1,date_region_item_avg_item_cnt_lag_2,date_region_item_avg_item_cnt_lag_3,date_region_subtype_avg_item_cnt_lag_1,date_region_subtype_avg_item_cnt_lag_2,date_region_subtype_avg_item_cnt_lag_3,delta_price_lag,delta_revenue_lag_1,delta_cnt_lag,item_avg_item_cnt,date_item_avg_item_cnt_,date_item_avg_item_cnt__lag_11,date_item_avg_item_cnt__lag_12,date_item_avg_item_cnt__lag_13,delta_cnt_lag_11,delta_cnt_lag_12,delta_cnt_lag_13,delta_subtype_cnt_lag_12,month,days,is_promotion_month,date_item_chan_class,item_subtype_first_sale,item_first_sale,is_brand_new,mean_first_sale
13,101,20313,1658.0,305,412,612.0,230.0,477.0,315.5,467.8,302.5,357.2,272.8,389.8,230.6,612.0,230.0,477.0,518.5,547.0,252.2,-0.00282,3117494.5,-0.3813,83.0,110.25,,,,,,,3.5743115,10,30,0,1.0,4,4,1,0.0
13,101,20313,1658.0,305,412,612.0,230.0,477.0,315.5,467.8,302.5,357.2,272.8,389.8,230.6,612.0,230.0,477.0,518.5,547.0,252.2,-0.00282,3117494.5,-0.3813,83.0,110.25,,,,,,,3.5743115,10,30,0,0.0,4,4,1,0.0
13,101,20360,297.0,303,401,242.0,181.0,231.0,315.5,85.2,132.2,94.4,272.8,389.8,230.6,242.0,181.0,231.0,281.0,272.8,274.8,-0.02704,5079841.5,0.007313,59.94,81.0,,,,,,,1.6096561,10,30,0,1.0,3,3,1,0.0
13,101,20380,0.0,307,403,0.0,0.0,,315.5,7.4,105.8,,272.8,389.8,,0.0,0.0,,0.0,0.0,,-0.03415,2147711.5,-0.687,111.56,144.8,,,,,,,7.7528114,10,30,0,1.0,2,2,1,0.0
13,101,20380,0.0,307,403,0.0,0.0,,315.5,7.4,105.8,,272.8,389.8,,0.0,0.0,,0.0,0.0,,-0.03415,2147711.5,-0.687,111.56,144.8,,,,,,,7.7528114,10,30,0,0.0,2,2,1,0.0
13,101,20388,278.0,305,412,71.0,613.0,246.0,315.5,121.2,329.5,78.2,272.8,389.8,230.6,71.0,613.0,246.0,518.5,547.0,252.2,-0.00767,3117494.5,-0.1377,83.0,110.25,,,,,,,3.5743115,10,30,0,1.0,4,4,1,0.0
13,101,20390,0.0,303,401,,,,,,,,,,,,,,,,,0.0,,0.0,59.94,81.0,,,,,,,1.6096561,10,30,0,1.0,0,0,1,0.0
13,101,20396,1951.0,305,412,372.0,29.0,0.0,315.5,445.5,142.4,90.6,272.8,389.8,230.6,372.0,29.0,0.0,518.5,547.0,252.2,0.2656,3117494.5,-0.07306,83.0,110.25,,,,,,,3.5743115,10,30,0,1.0,4,4,1,0.0
13,101,20396,1951.0,305,412,372.0,29.0,0.0,315.5,445.5,142.4,90.6,272.8,389.8,230.6,372.0,29.0,0.0,518.5,547.0,252.2,0.2656,3117494.5,-0.07306,83.0,110.25,,,,,,,3.5743115,10,30,0,0.0,4,4,1,0.0
13,101,20425,140.0,306,407,632.0,33.0,,315.5,133.4,38.0,,272.8,389.8,,632.0,33.0,,404.5,786.5,,-0.01404,13622598.0,0.5986,105.6,141.2,,,,,,,5.966377,10,30,0,1.0,2,2,1,0.0
13,101,20443,9.0,303,410,69.0,,,315.5,79.4,,,272.8,,,69.0,,,47.84,,,-0.1117,167534.25,1.366,16.19,15.59,,,,,,,-0.5397123,10,30,0,1.0,1,1,1,10296.0
13,101,20460,0.0,302,408,0.0,0.0,0.0,315.5,309.8,106.0,102.2,272.8,389.8,230.6,0.0,0.0,0.0,82.56,45.66,73.44,-0.01487,5541316.0,0.897,65.25,90.1,,,,,,,2.5839777,10,30,0,1.0,4,4,1,0.0
13,101,20460,0.0,302,408,0.0,0.0,0.0,315.5,309.8,106.0,102.2,272.8,389.8,230.6,0.0,0.0,0.0,82.56,45.66,73.44,-0.01487,5541316.0,0.897,65.25,90.1,,,,,,,2.5839777,10,30,0,0.0,4,4,1,0.0
13,101,20466,0.0,302,408,0.0,0.0,0.0,315.5,146.8,176.0,106.2,272.8,389.8,230.6,0.0,0.0,0.0,82.56,45.66,73.44,-0.010445,5541316.0,-0.05023,65.25,90.1,,,,,,,2.5839777,10,30,0,1.0,3,3,1,0.0
13,101,20466,0.0,302,408,0.0,0.0,0.0,315.5,146.8,176.0,106.2,272.8,389.8,230.6,0.0,0.0,0.0,82.56,45.66,73.44,-0.010445,5541316.0,-0.05023,65.25,90.1,,,,,,,2.5839777,10,30,0,0.0,3,3,1,0.0
13,101,20476,0.0,307,403,,,,,,,,,,,,,,,,,0.0,,0.0,111.56,144.8,,,,,,,7.7528114,10,30,0,1.0,0,0,1,0.0
13,101,20479,0.0,302,408,0.0,0.0,105.0,315.5,101.4,95.8,122.8,272.8,389.8,230.6,0.0,0.0,105.0,82.56,45.66,73.44,-0.02698,5541316.0,-0.1733,65.25,90.1,,,,,,,2.5839777,10,30,0,1.0,4,4,1,0.0
13,101,20491,0.0,307,403,0.0,,,315.5,13.2,,,272.8,,,0.0,,,0.0,,,-0.248,2147711.5,0.6074,111.56,144.8,,,,,,,7.7528114,10,30,0,1.0,1,1,1,0.0
13,101,20519,312.0,303,401,348.0,366.0,1294.0,315.5,208.0,237.2,588.5,272.8,389.8,230.6,348.0,366.0,1294.0,281.0,272.8,274.8,-0.002384,5079841.5,0.1616,59.94,81.0,,,,,,,1.6096561,10,30,0,1.0,3,3,1,0.0
13,101,20523,0.0,308,404,0.0,0.0,,315.5,24.8,9.0,,272.8,389.8,,0.0,0.0,,0.0,0.0,,-0.05447,4362204.5,-0.722,110.1,139.5,,,,,,,6.8828335,10,30,0,1.0,2,2,1,0.0
13,101,20538,329.0,306,407,148.0,313.0,226.0,315.5,51.2,176.2,91.0,272.8,389.8,230.6,148.0,313.0,226.0,404.5,786.5,401.8,-0.0631,13622598.0,-0.0359,105.6,141.2,,,,,,,5.966377,10,30,0,1.0,3,3,1,0.0
13,101,20538,329.0,306,407,148.0,313.0,226.0,315.5,51.2,176.2,91.0,272.8,389.8,230.6,148.0,313.0,226.0,404.5,786.5,401.8,-0.0631,13622598.0,-0.0359,105.6,141.2,,,,,,,5.966377,10,30,0,0.0,3,3,1,0.0
13,101,20557,0.0,306,407,,0.0,,,,97.8,,,389.8,,,0.0,,,786.5,,0.0,,0.0,105.6,141.2,,,,,,,5.966377,10,30,0,1.0,2,2,1,0.0
13,101,20559,791.0,303,401,850.0,768.0,1256.0,315.5,316.5,434.2,570.0,272.8,389.8,230.6,850.0,768.0,1256.0,281.0,272.8,274.8,-0.0008297,5079841.5,0.02553,59.94,81.0,,,,,,,1.6096561,10,30,0,1.0,3,3,1,0.0
13,101,20559,791.0,303,401,850.0,768.0,1256.0,315.5,316.5,434.2,570.0,272.8,389.8,230.6,850.0,768.0,1256.0,281.0,272.8,274.8,-0.0008297,5079841.5,0.02553,59.94,81.0,,,,,,,1.6096561,10,30,0,0.0,3,3,1,0.0
13,101,20581,911.0,305,412,396.0,503.0,0.0,315.5,223.2,615.0,10.4,272.8,389.8,230.6,396.0,503.0,0.0,518.5,547.0,252.2,-0.01772,3117494.5,-0.5444,83.0,110.25,,,,,,,3.5743115,10,30,0,1.0,3,3,1,0.0
13,101,20581,911.0,305,412,396.0,503.0,0.0,315.5,223.2,615.0,10.4,272.8,389.8,230.6,396.0,503.0,0.0,518.5,547.0,252.2,-0.01772,3117494.5,-0.5444,83.0,110.25,,,,,,,3.5743115,10,30,0,0.0,3,3,1,0.0
13,101,20590,365.0,306,407,329.0,,136.0,315.5,118.4,,53.0,272.8,,230.6,329.0,,136.0,404.5,,401.8,-0.02962,13622598.0,0.1576,105.6,141.2,,,,,,,5.966377,10,30,0,1.0,4,4,1,0.0
13,101,20668,0.0,304,409,0.0,0.0,,315.5,181.4,6.4,,272.8,389.8,,0.0,0.0,,0.0,0.0,,-0.04395,734004.44,-0.00983,61.06,75.7,,,,,,,2.8723402,10,30,0,1.0,2,2,1,6350.0
13,101,20668,0.0,304,409,0.0,0.0,,315.5,181.4,6.4,,272.8,389.8,,0.0,0.0,,0.0,0.0,,-0.04395,734004.44,-0.00983,61.06,75.7,,,,,,,2.8723402,10,30,0,0.0,2,2,1,6350.0
13,101,20676,422.0,305,412,,,,,,,,,,,,,,,,,0.0,,0.0,83.0,110.25,,,,,,,3.5743115,10,30,0,1.0,0,0,1,0.0
13,101,20678,0.0,303,401,0.0,0.0,,315.5,121.6,69.6,,272.8,389.8,,0.0,0.0,,281.0,272.8,,-0.069,5079841.5,0.8735,59.94,81.0,,,,,,,1.6096561,10,30,0,1.0,2,2,1,0.0
13,101,20678,0.0,303,401,0.0,0.0,,315.5,121.6,69.6,,272.8,389.8,,0.0,0.0,,281.0,272.8,,-0.069,5079841.5,0.8735,59.94,81.0,,,,,,,1.6096561,10,30,0,0.0,2,2,1,0.0
13,101,20679,0.0,302,408,0.0,0.0,0.0,315.5,137.0,68.4,95.6,272.8,389.8,230.6,0.0,0.0,0.0,82.56,45.66,73.44,-0.01262,5541316.0,0.207,65.25,90.1,,,,,,,2.5839777,10,30,0,1.0,4,4,1,0.0
13,101,20700,1147.0,306,407,3404.0,2082.0,1491.0,315.5,1191.0,660.5,318.5,272.8,389.8,230.6,3404.0,2082.0,1491.0,404.5,786.5,401.8,-0.079,13622598.0,0.4058,105.6,141.2,,,,,,,5.966377,10,30,0,1.0,4,4,1,0.0
13,101,20700,1147.0,306,407,3404.0,2082.0,1491.0,315.5,1191.0,660.5,318.5,272.8,389.8,230.6,3404.0,2082.0,1491.0,404.5,786.5,401.8,-0.079,13622598.0,0.4058,105.6,141.2,,,,,,,5.966377,10,30,0,0.0,4,4,1,0.0
13,101,20706,0.0,303,401,,,,,,,,,,,,,,,,,0.0,,0.0,59.94,81.0,,,,,,,1.6096561,10,30,0,1.0,0,0,1,0.0
13,101,20718,3.0,306,402,9.0,,,315.5,1.8,,,272.8,,,9.0,,,1157.0,,,-0.00386,582173.94,0.5,199.6,385.8,,,,,,,15.270248,10,30,0,1.0,1,1,1,0.0
13,101,20724,8.0,306,407,18.0,0.0,,315.5,3.6,0.4,,272.8,389.8,,18.0,0.0,,404.5,786.5,,-0.006634,13622598.0,0.928,105.6,141.2,,,,,,,5.966377,10,30,0,1.0,2,2,1,0.0
13,101,20745,112.0,305,412,,,,,,,,,,,,,,,,,0.0,,0.0,83.0,110.25,,,,,,,3.5743115,10,30,0,1.0,0,0,1,0.0
13,101,20768,0.0,308,404,0.0,0.0,0.0,315.5,234.2,104.4,124.2,272.8,389.8,230.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.1493,4362204.5,-0.02173,110.1,139.5,,,,,,,6.8828335,10,30,0,1.0,3,3,1,0.0
13,101,20768,0.0,308,404,0.0,0.0,0.0,315.5,234.2,104.4,124.2,272.8,389.8,230.6,0.0,0.0,0.0,0.0,0.0,0.0,-0.1493,4362204.5,-0.02173,110.1,139.5,,,,,,,6.8828335,10,30,0,0.0,3,3,1,0.0
13,101,20769,78.0,303,401,124.0,196.0,606.0,315.5,32.0,113.2,211.8,272.8,389.8,230.6,124.0,196.0,606.0,281.0,272.8,274.8,-0.00534,5079841.5,0.1837,59.94,81.0,,,,,,,1.6096561,10,30,0,1.0,4,4,1,0.0
13,101,20794,273.0,306,407,176.0,355.0,213.0,315.5,127.4,353.5,225.0,272.8,389.8,230.6,176.0,355.0,213.0,404.5,786.5,401.8,-0.04715,13622598.0,-0.09296,105.6,141.2,,,,,,,5.966377,10,30,0,1.0,3,3,1,0.0
13,101,20794,273.0,306,407,176.0,355.0,213.0,315.5,127.4,353.5,225.0,272.8,389.8,230.6,176.0,355.0,213.0,404.5,786.5,401.8,-0.04715,13622598.0,-0.09296,105.6,141.2,,,,,,,5.966377,10,30,0,0.0,3,3,1,0.0
13,101,20803,0.0,304,409,0.0,,,315.5,2.0,,,272.8,,,0.0,,,0.0,,,-0.2218,734004.44,-0.828,61.06,75.7,,,,,,,2.8723402,10,30,0,1.0,1,1,1,6350.0
13,101,20843,0.0,306,407,0.0,0.0,0.0,315.5,2.0,10.4,102.4,272.8,389.8,230.6,0.0,0.0,0.0,404.5,786.5,401.8,-0.011246,13622598.0,-0.4846,105.6,141.2,,,,,,,5.966377,10,30,0,1.0,3,3,1,0.0
13,101,20843,0.0,306,407,0.0,0.0,0.0,315.5,2.0,10.4,102.4,272.8,389.8,230.6,0.0,0.0,0.0,404.5,786.5,401.8,-0.011246,13622598.0,-0.4846,105.6,141.2,,,,,,,5.966377,10,30,0,0.0,3,3,1,0.0
13,101,20861,0.0,308,404,0.0,0.0,,315.5,12.8,9.2,,272.8,389.8,,0.0,0.0,,0.0,0.0,,0.3247,4362204.5,0.3228,110.1,139.5,,,,,,,6.8828335,10,30,0,1.0,2,2,1,0.0
13,101,20865,0.0,308,404,0.0,0.0,,315.5,235.4,71.4,,272.8,389.8,,0.0,0.0,,0.0,0.0,,-0.04312,4362204.5,0.089,110.1,139.5,,,,,,,6.8828335,10,30,0,1.0,2,2,1,0.0
13,101,20919,0.0,302,408,0.0,0.0,,315.5,1.4,126.6,,272.8,389.8,,0.0,0.0,,82.56,45.66,,-0.01767,5541316.0,-0.913,65.25,90.1,,,,,,,2.5839777,10,30,0,1.0,2,2,1,0.0
13,101,20922,374.0,305,412,331.0,343.0,185.0,315.5,114.6,151.6,126.0,272.8,389.8,230.6,331.0,343.0,185.0,518.5,547.0,252.2,-0.10297,3117494.5,0.2413,83.0,110.25,,,,,,,3.5743115,10,30,0,1.0,3,3,1,0.0
13,101,20935,0.0,304,409,0.0,0.0,,315.5,103.4,16.8,,272.8,389.8,,0.0,0.0,,0.0,0.0,,-0.0203,734004.44,0.1376,61.06,75.7,,,,,,,2.8723402,10,30,0,1.0,2,2,1,6350.0
13,101,20935,0.0,304,409,0.0,0.0,,315.5,103.4,16.8,,272.8,389.8,,0.0,0.0,,0.0,0.0,,-0.0203,734004.44,0.1376,61.06,75.7,,,,,,,2.8723402,10,30,0,0.0,2,2,1,6350.0
13,101,20937,0.0,308,404,0.0,,,315.5,257.2,,,272.8,,,0.0,,,0.0,,,0.129,4362204.5,1.902,110.1,139.5,,,,,,,6.8828335,10,30,0,1.0,1,1,1,0.0
13,101,20937,0.0,308,404,0.0,,,315.5,257.2,,,272.8,,,0.0,,,0.0,,,0.129,4362204.5,1.902,110.1,139.5,,,,,,,6.8828335,10,30,0,0.0,1,1,1,0.0
13,101,20938,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,141.2,,,,,,,5.966377,10,30,0,1.0,0,0,1,0.0
13,101,21016,0.0,308,404,,,,,,,,,,,,,,,,,0.0,,0.0,110.1,139.5,,,,,,,6.8828335,10,30,0,1.0,0,0,1,0.0
13,101,21016,0.0,308,404,,,,,,,,,,,,,,,,,0.0,,0.0,110.1,139.5,,,,,,,6.8828335,10,30,0,0.0,0,0,1,0.0
13,101,21025,0.0,302,408,0.0,0.0,0.0,315.5,3.2,9.8,12.2,272.8,389.8,230.6,0.0,0.0,0.0,82.56,45.66,73.44,-0.005722,5541316.0,-0.502,65.25,90.1,,,,,,,2.5839777,10,30,0,1.0,3,3,1,0.0
13,101,21025,0.0,302,408,0.0,0.0,0.0,315.5,3.2,9.8,12.2,272.8,389.8,230.6,0.0,0.0,0.0,82.56,45.66,73.44,-0.005722,5541316.0,-0.502,65.25,90.1,,,,,,,2.5839777,10,30,0,0.0,3,3,1,0.0
13,101,21029,10.0,302,408,0.0,,,315.5,106.8,,,272.8,,,0.0,,,82.56,,,-0.01178,5541316.0,0.278,65.25,90.1,,,,,,,2.5839777,10,30,0,1.0,1,1,1,0.0
13,101,21035,0.0,306,407,,0.0,,,,7.8,,,389.8,,,0.0,,,786.5,,0.0,,0.0,105.6,141.2,,,,,,,5.966377,10,30,0,1.0,2,2,1,0.0
13,101,21035,0.0,306,407,,0.0,,,,7.8,,,389.8,,,0.0,,,786.5,,0.0,,0.0,105.6,141.2,,,,,,,5.966377,10,30,0,0.0,2,2,1,0.0
13,101,21067,0.0,302,408,0.0,0.0,,315.5,65.0,1.0,,272.8,389.8,,0.0,0.0,,82.56,45.66,,-0.03378,5541316.0,-0.2145,65.25,90.1,,,,,,,2.5839777,10,30,0,1.0,2,2,1,0.0
13,101,21067,0.0,302,408,0.0,0.0,,315.5,65.0,1.0,,272.8,389.8,,0.0,0.0,,82.56,45.66,,-0.03378,5541316.0,-0.2145,65.25,90.1,,,,,,,2.5839777,10,30,0,0.0,2,2,1,0.0
13,101,21095,0.0,308,404,,,,,,,,,,,,,,,,,0.0,,0.0,110.1,139.5,,,,,,,6.8828335,10,30,0,1.0,0,0,1,0.0
13,101,21103,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,141.2,,,,,,,5.966377,10,30,0,1.0,0,0,1,0.0
13,101,21103,0.0,306,407,,,,,,,,,,,,,,,,,0.0,,0.0,105.6,141.2,,,,,,,5.966377,10,30,0,0.0,0,0,1,0.0
13,101,21124,0.0,307,403,,,,,,,,,,,,,,,,,0.0,,0.0,111.56,144.8,,,,,,,7.7528114,10,30,0,1.0,0,0,1,0.0
13,101,21133,0.0,306,407,0.0,0.0,,315.5,168.4,11.4,,272.8,389.8,,0.0,0.0,,404.5,786.5,,-0.02405,13622598.0,3.332,105.6,141.2,,,,,,,5.966377,10,30,0,1.0,2,2,1,0.0
13,101,21133,0.0,306,407,0.0,0.0,,315.5,168.4,11.4,,272.8,389.8,,0.0,0.0,,404.5,786.5,,-0.02405,13622598.0,3.332,105.6,141.2,,,,,,,5.966377,10,30,0,0.0,2,2,1,0.0
13,101,21153,0.0,303,401,0.0,0.0,0.0,315.5,112.2,94.0,62.2,272.8,389.8,230.6,0.0,0.0,0.0,281.0,272.8,274.8,0.003672,5079841.5,-0.49,59.94,81.0,,,,,,,1.6096561,10,30,0,1.0,4,4,1,0.0
13,101,21153,0.0,303,401,0.0,0.0,0.0,315.5,112.2,94.0,62.2,272.8,389.8,230.6,0.0,0.0,0.0,281.0,272.8,274.8,0.003672,5079841.5,-0.49,59.94,81.0,,,,,,,1.6096561,10,30,0,0.0,4,4,1,0.0
